QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS BEI;Andre Luiz Araujo;130/SCGC;03/02/2014
Primeiro-Sargento QSS BEP;André Luiz Brandão;182/SCGC;18/02/2015
Primeiro-Sargento BCO;André Luiz Costa;81/SC;07/02/2011
Suboficial QSS BEV;Andre Luiz da Costa Reis;130/SCGC;03/02/2014
Suboficial QSS BCT;André Luiz da Silva Franca;6/SCGC;08/01/2018
Primeiro-Sargento QSS BCO;Andre Luiz da Silva Pereira;2/SCGC;06/01/2020
Suboficial QSS BET;Andre Luiz Da Silva Pinto;1.659/SCGC;21/12/2016
Segundo-Sargento QSS SEM;Andre Luiz da Silva Vicente;182/SCGC;18/02/2015
Suboficial QSS BCO;Andre Luiz de Carvalho Neves;189/SC;07/02/2013
Subtenente de Cavalaria;André Luiz de Oliveira;2/SCGC;06/01/2020
Suboficial QSS SGS;Andre Luiz de Souza;58/SC;14/02/2012
Terceiro-Sargento QESA SAD;Andre Luiz de Vasconcelos Lino;247/SC;06/03/2006
Suboficial QSS BMT;Andre Luiz Diniz;130/SCGC;03/02/2014
Suboficial QSS BMA;Andre Luiz do Nascimento Pereira;2/SCGC;06/01/2020
Segundo-Sargento QSS SAD;Andre Luiz Dos Reis;1.659/SCGC;21/12/2016
Suboficial QSS SEF;Andre Luiz dos Santos Silva;130/SCGC;03/02/2014
Suboficial QSS SAD;André Luiz dos Santos Silva;107/SC;25/02/2009
Suboficial QSS SMU;Andre Luiz Escobar da Silva;2/SCGC;06/01/2020
Suboficial QSS SEL;André Luiz Jatobá;870/SCC;20/12/1991
Segundo-Sargento QSS SMU;Andre Luiz Jesus dos Santos;107/SC;25/02/2009
Suboficial QSS BMA;André Luiz Lima de Oliveira;202/SC;18/02/2004
Terceiro-Sargento QSS SMU;André Luiz Martins Chiappa;113/SC;22/02/2001
Primeiro-Sargento QTA TAR;Andre Luiz Nascimento da Rocha;58/SC;14/02/2012
Suboficial QSS BCT;André Luiz Pereira Borba Rocha;58/SC;14/02/2012
Primeiro-Sargento QSS BMA;Andre Luiz Pessim Barros;58/SC;14/02/2012
Segundo-Sargento QSS SGS;André Luiz Pinheiro;2/SCGC;06/01/2020
Suboficial QSS BMA;Andre Luiz Porto Sanches;130/SCGC;03/02/2014
Segundo-Sargento SAD;Andre Luiz Ramalho de Souza;81/SC;07/02/2011
Primeiro-Sargento QSS SDE;André Luiz Ribeiro dos Santos;141/SC;19/02/2002
Suboficial QSS SAD;André Luiz Ribeiro Sobral;113/SC;22/02/2001
Senhor;André Luiz Rocha Gonzaga;189/SC;07/02/2013
Segundo-Sargento QSS SGS;André Luiz Rodrigues da Cunha;6/SCGC;08/01/2018
Primeiro-Sargento QSS BFT;André Luiz Santos Benevides;6/SCGC;08/01/2018
Primeiro-Sargento QSS BMA;André Luiz Silva de Almeida;107/SC;25/02/2009
Terceiro-Sargento QSS SAD;André Luiz Spinelli de Souza;204/SC;22/02/2005
Primeiro-Sargento QSS SEL;Andre Luiz Teles Barata;10/SCGC;10/01/2019
Capitão QOEA COM;Andre Machado Lins;202/SC;18/02/2004
Segundo-Sargento QSS SAD;Andre Machado Morais;29/SCGC;29/01/2016
Primeiro-Sargento de Infantaria;André Márcio da Silva;29/SCGC;29/01/2016
Terceiro-Sargento QTA TAR;Andre Marcio de Oliveira Machado;189/SC;07/02/2013
Terceiro-Sargento QSCON TES;André Martins Soares;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SAD;André Maurício da Silva Silveira;107/SC;25/02/2009
Suboficial QSS BET;Andre Mauricio Rique da Silva;130/SCGC;03/02/2014
Segundo-Sargento QSS SGS;André Mota Lourenço de Carvalho;2/SCGC;06/01/2020
Primeiro-Sargento QSS SAD;André Moura Neradil;204/SC;22/02/2005
Segundo-Sargento QSS BMT;Andre Muniz Marinho da Rocha;107/SC;25/02/2009
Primeiro-Sargento QSS STO;Andre Oliveira do Livramento;2/SCGC;06/01/2020
Primeiro-Sargento QSS SEL;Andre Paranagua de Moura;2/SCGC;06/01/2020
Suboficial QSS BCT;Andre Pedrolo de Matos;107/SC;25/02/2009
Primeiro-Sargento QSS SGS;André Pereira de Souza;968-A/SCC;14/12/1990
Segundo-Sargento QSS SOB;André Ribeiro Dutra;161/SC;21/02/2003
Primeiro-Sargento QSS SGS;André Ribeiro Maia;113/SC;22/02/2001
Suboficial QSS BMB;André Ricardo de Oliveira Costa;58/SC;14/02/2012
Segundo-Sargento QSS BET;Andre Rocha da Rosa;6/SCGC;08/01/2018
Primeiro-Sargento SPV;Andre Sampaio de Leo;81/SC;07/02/2011
Primeiro-Sargento QSS BEP;Andre Sanches Teixeira;58/SC;14/02/2012
Primeiro-Sargento QSS BSP;Andre Schorn Rampanelli;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SEL;Andre Soares da Silva;10/SCGC;10/01/2019
Suboficial QSS SML;André Toscano de Medeiros Neto;113/SC;22/02/2001
Suboficial QSS BMB;Andre Trindade da Silva;130/SCGC;03/02/2014
Suboficial BMA;André Viana da Silva;80/SC;26/02/2008
Primeiro-Sargento QSS SAD;Andre Vilela Ferreira;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS BMA;Andre Vinhas Aguiar;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SGS;André Yoshio Ikeda;1172/SCC;15/12/1987
Senhora;Andrea Aparecida Clemente;182/SCGC;18/02/2015
Suboficial SEF;Andréa Bernroider;81/SC;07/02/2011
Senhora;Andréa Cabral Borges de Oliveira Branco;107/SC;25/02/2009
Senhora;Andréa Cardoso Lima;107/SC;25/02/2010
Suboficial QFG SEF;Andrea Carneiro Santos Zurovac;6/SCGC;08/01/2018
Senhora;Andrea Celia Passos Longchamps;182/SCGC;18/02/2015
Senhora;Andrea Cristina Rocha Cantaruti;58/SC;14/02/2012
Segundo-Sargento SEF;Andrea Dias de Oliveira;107/SC;25/02/2010
Senhora;Andrea Gondim Moreira Café;161/SC;21/02/2003
Segundo-Tenente QOEA SVA;Andréa Lessa de Azevedo;80/SC;26/02/2008
Suboficial QSS SEF;Andrea Silva de Almeida Castro;2/SCGC;06/01/2020
Primeiro-Sargento QSS BET;Andréa Teixeira De Sá;1.659/SCGC;21/12/2016
Subtenente Material Bélico;Andrei Albertus Otto Von Trompczynski;1.659/SCGC;21/12/2016
Segundo-Sargento QSS BSP;Andreia Almeida Marton;130/SCGC;03/02/2014
Senhora;Andreia Azevedo de Castro;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Andreia de Barros Albuquerque;182/SCGC;18/02/2015
Segundo-Sargento QFG SAD;Andreia Paula dos Santos da Cruz;202/SC;18/02/2004
Senhora;Andréia Pereira Brito;202/SC;18/02/2004
Primeiro-Sargento QSS SGS;Andrelino Mendes;931/SCC;12/12/1989
Primeiro-Sargento QSS SAD;Andressa Maria dos Santos Souza;2/SCGC;06/01/2020
Primeiro-Sargento QSS SGS;Andresson Ferreira dos Santos;29/SCGC;29/01/2016
Primeiro-Sargento QSS BEV;Aneildo Ferreira da Silva;247/SC;06/03/2006
Segundo-Sargento QSS SAD;Aneleh Pereira Martins Peçanha;58/SC;14/02/2012
Senhora;Anélia Alberico Gimenes;051/SCC;26/02/1993
Suboficial QSS BSP;Aneolo Pituba do Nascimento;968-A/SCC;14/12/1990
Suboficial QSS BCT;Anercil Ribeiro dos Santos;58/SC;14/02/2012
Cabo QCB BMA;Anésio Henrique Júnior;051/SCC;26/02/1993
Primeiro-Sargento QSS BMB;Anézio Vilela Ribeiro;048/SCC;18/01/1996
Senhora;Angela Gaspareto Pangoni;106/SC;21/02/2007
Senhora;Angela Mara Tavares Outeiro;048/SCC;18/01/1996
Doutora;Ângela Maria de Santa Rosa;1057/SCC;20/12/1985
Senhora;Angela Maria Rocha Souza;968-A/SCC;14/12/1990
Senhora;Angela Moacir da Silva;870/SCC;20/12/1991
Suboficial QFG SEF;Angela Monteiro de Lima;204/SC;22/02/2005
Primeiro-Sargento SAD;Angélica Andrade Santos;80/SC;26/02/2008
Suboficial QFG SAD;Angélica Cataldo Bassin;204/SC;22/02/2005
Primeiro-Sargento QSS SEF;Angelica Fernandes Lobato;10/SCGC;10/01/2019
Primeiro-Sargento QSS SAD;Angélica Lopes Machado de Oliveira;182/SCGC;18/02/2015
Senhora;Angélica Luz Silva;10/SCGC;10/01/2019
Segundo-Sargento QSS SEF;Angelo da Penha Rodrigues;841/SCC;01/12/1988
Suboficial STP;Angelo dos Santos Luna;81/SC;07/02/2011
Terceiro-Sargento QC (BO);Ângelo dos Santos Pires;047/SCC;20/01/1981
Suboficial QSS BET;Angelo Francisco Guilardi;968-A/SCC;14/12/1990
Subtenente de Manutenção de Aviação;Angelo Fukagawa da Silva;2/SCGC;06/01/2020
Cabo QCB SEM;Ângelo Henrique de Oliveira Guimarães;113/SC;22/02/2001
Taifeiro de Segunda Classe QTA TAR;Angelo José da Silva Lessa;870/SCC;20/12/1991
Senhor;Ângelo Lúcio Ribeiro Mendes;1194/SCC;15/12/1986
Primeiro-Sargento SGS;Angelo Luiz da Silva Moraes;81/SC;07/02/2011
Primeiro-Sargento QSS BSP;Angelo Querino Ottoni;1.659/SCGC;21/12/2016
Senhor;Angelo Ricardo de Moraes;189/SC;07/02/2013
Suboficial QSS BET;Angelo Toshinori Tagomori;968-A/SCC;14/12/1990
Primeiro-Sargento QSS BCT;Angelo Vaine Honório;107/SC;25/02/2009
Suboficial QSS BSP;Anibal Colissi;202/SC;18/02/2004
Senhor;Anibal Delias Moreira;931/SCC;12/12/1989
Senhor;Anibal Joaquim da Silva;160/SCC;16/03/1994
Suboficial QSS SEL;Anilton José Anschau;113/SCC;28/02/2000
Segundo-Sargento QSS SAD;Anilton Luiz Pereira Junior;58/SC;14/02/2012
Cabo QCB SAD;Anilzo Pinto de Carvalho;1172/SCC;15/12/1987
Taifeiro de Segunda Classe QTA TCO;Anísio Francisquini;968-A/SCC;14/12/1990
Subtenente de Artilharia;Anisio Ildebrando da Silva;81/SC;07/02/2011
Senhor;Anisio Pereira Ramos;189/SC;07/02/2013
Primeiro-Sargento de Artilharia;Anisio Salgueiro Leão;107/SC;25/02/2010
Taifeiro de Primeira Classe QTA TCO;Anival Gamarra;193/SCC;20/02/1995
Segundo-Sargento QSS SAD;Anivaldo Ferreira de Lima Filho;58/SC;14/02/2012
Taifeiro de Segunda Classe QTA TAR;Anivan Ferreira Nery;047/SCC;20/01/1981
Segundo-Tenente QOEA;Anízio Nunes Viana;968-A/SCC;14/12/1990
Primeiro-Sargento QSS SAD;Anizio Oliveira Lemos;100/SCC;20/02/1997
Suboficial QSS BMA;Anizio Simão Machado;968-A/SCC;14/12/1990
Segundo-Sargento BCO;Ankleyto de Matos Ribeiro;81/SC;07/02/2011
Senhora;Anna Maria Alves do Carmo;051/SCC;26/02/1993
Senhora;Anna Maria de Abreu Pereira;160/SCC;16/03/1994
Suboficial QFG SLB;Anna Raquel Vianna Soares Men;58/SC;14/02/2012
Senhora;Annita Brud;086/SCC;20/01/1983
Senhora;Anny de Almeida Rodrigues Pereira;086/SCC;20/01/1983
Suboficial BMA;Anselmo Armindo Queiroga;107/SC;25/02/2010
Primeiro-Sargento QSS BET;Anselmo da Mata Silva;29/SCGC;29/01/2016
Senhor;Anselmo de Souza Amador;80/SC;26/02/2008
Primeiro-Sargento QSS BSP;Anselmo Lopes da Silva;1194/SCC;15/12/1986
Suboficial QSS BCO;Anselmo Luiz Alves Pereira;107/SC;25/02/2009
Suboficial QSS BCO;Anselmo Milhomem Franco;189/SC;07/02/2013
Suboficial QSS BCT;Anselmo Ricardo do Nascimento Passos;204/SC;22/02/2005
Suboficial QSS BMA;Antelmo Lobo Pereira;092/SCC;20/01/1982
Suboficial QSS BEI;Antenor de Sena Pereira;161/SC;21/02/2003
Senhor;Antenor Leal;091/SCC;20/01/1980
Suboficial QSS SAI;Antenorges Pereira dos Santos;182/SCGC;18/02/2015
Senhora;Antônia Arjona de Almeida;1813/SCC;20/12/1984
Senhora;Antônia da Silva Cesário;113/SCC;28/02/2000
Senhora;Antonia de Souza Guimarães Fernandes;870/SCC;20/12/1991
Senhora;Antonia Iracema de Brito;204/SC;22/02/2005
Primeiro-Sargento QFG SAD;Antônia Maria Pereira Lopes Freitas;161/SC;21/02/2003
Senhora;Antônia Socorro de Souza e Souza;141/SC;19/02/2002
Senhora;Antonia Vieira de Oliveira;90/SCC;22/02/1999
Suboficial QSS BMA;Antoniel de Oliveira;247/SC;06/03/2006
Senhora;Antonieta de Oliveira;193/SCC;20/02/1995
Senhora;Antonieta Ribeiro Serejo;10/SCGC;10/01/2019
Senhora;Antonina Pereira Brito;100/SCC;20/02/1997
Segundo-Sargento QSS BFT;Antoninho João Pegoraro;160/SCC;16/03/1994
Senhor;Antonino Cerrone Venafro;182/SCGC;18/02/2015
Capitão;Antonino dos Santos;870/SCC;20/12/1991
Suboficial QSS BEI;Antônio Abdo Neto;1172/SCC;15/12/1987
Primeiro-Sargento QSS SAD;Antonio Adalto Garcia de Souza;1172/SCC;15/12/1987
Taifeiro de Primeira Classe QTA TAR;Antônio Ademir Larena Murillo;968-A/SCC;14/12/1990
Terceiro-Sargento;Antônio Afonso de Amorim;106/SC;21/02/2007
Cabo QCB SAD;Antônio Afonso Gomes;113/SC;22/02/2001
Capitão;Antônio Agostinho Lourenço;100/SCC;20/02/1997
Suboficial QSS BEI;Antônio Albertino de Lima Filho;870/SCC;20/12/1991
Segundo-Sargento QSS ;Antonio Alberto da Cunha;107/SC;25/02/2009
Suboficial QSS BMA;Antônio Alexandrino Sobrinho;841/SCC;01/12/1988
Primeiro-Sargento QSS BEI;Antonio Almeida Abreu;051/SCC;26/02/1993
Taifeiro-Mor QTA TAR;Antonio Almir Lucena de Noronha;048/SCC;18/01/1996
Suboficial;Antonio Alves de Almeida Filho;130/SCGC;03/02/2014
Cabo;Antônio Alves de Amorim;931/SCC;12/12/1989
Suboficial QSS SGS;Antonio Alves de Oliveira;204/SC;22/02/2005
Suboficial QSS SGS;Antônio Alves de Oliveira;092/SCC;20/01/1982
Suboficial QSS BMA;Antonio Alves dos Santos;100/SCC;20/02/1997
Senhor;Antônio Alves Matsuoka;113/SC;22/02/2001
Suboficial QSS BMA;Antonio Alves Sobrinho;113/SCC;28/02/2000
Suboficial QSS BMA;Antônio Ambrosio Filho;182/SCGC;18/02/2015
Primeiro-Tenente QOEA;Antônio Américo Teixeira;092/SCC;20/01/1982
Suboficial QSS BMA;Antônio Andrade Catão;1813/SCC;20/12/1984
Suboficial QSS SAD;Antônio Andrade dos Reis;092/SCC;20/01/1982
Suboficial QSS BCT;Antônio Aniceto de Almeida;160/SCC;16/03/1994
Suboficial QSS SGS;Antonio Aparecido da Silva;204/SC;22/02/2005
Cabo QCB BSP;Antonio Aparecido de Lima;160/SCC;16/03/1994
Suboficial QSS BCT;Antônio Aparecido Pereira;113/SC;22/02/2001
Primeiro-Sargento QSS SEF;Antonio Araujo Mesquita;870/SCC;20/12/1991
Suboficial QSS BMA;Antônio Arcanjo de Oliveira;931/SCC;12/12/1989
Suboficial QSS SAD;Antônio Arruda Farias;1194/SCC;15/12/1986
Taifeiro-Mor QTA TCO;Antônio Assumpção da Silva;116/SCC;20/01/1984
Suboficial QSS BCT;Antônio Augusto Andrioni da Silva;161/SC;21/02/2003
Suboficial QSS BET;Antonio Augusto Basílio;1172/SCC;15/12/1987
Primeiro-Sargento QSS SML;Antonio Augusto Batista Dos Santos;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS BET;Antonio Augusto Gregorio Fontes da Silva;29/SCGC;29/01/2016
Capitão;Antônio Augusto Nereu;931/SCC;12/12/1989
Suboficial QSS SGS;Antônio Augusto Ramos;870/SCC;20/12/1991
Suboficial QSS SGS;Antônio Barbalho de Souza;051/SCC;26/02/1993
Senhor;Antônio Barbosa Filho;931/SCC;12/12/1989
Suboficial QSS SAD;Antonio Barbosa Neto;1172/SCC;15/12/1987
Suboficial QSS BET;Antonio Barros Cavalcante;870/SCC;20/12/1991
Terceiro-Sargento QSS SAD;Antonio Batista Béckman Moraes;202/SC;18/02/2004
Terceiro-Sargento QSS SAD;Antonio Batista da Silva;247/SC;06/03/2006
Suboficial QSS BMA;Antônio Batista de Almeida;90/SCC;22/02/1999
Suboficial QSS BCT;Antônio Becker;113/SCC;28/02/2000
Suboficial QSS BEP;Antônio Benedito da Veiga Amorim;870/SCC;20/12/1991
Senhor;Antônio Benedito dos Santos;116/SCC;20/01/1984
Suboficial QSS BMA;Antonio Benedito Menezes Queiroz;204/SC;22/02/2005
Suboficial QSS SEL;Antonio Bento de Araujo Neto;29/SCGC;29/01/2016
Taifeiro-Mor QTA TAR;Antônio Bento dos Santos;968-A/SCC;14/12/1990
Primeiro-Sargento QSS BCO;Antônio Bernardo do Nascimento;116/SCC;20/01/1984
Terceiro-Sargento de Infantaria;Antonio Bezerra Ferreira da Silva;80/SC;26/02/2008
Suboficial QSS BFT;Antônio Brum de Freitas;1194/SCC;15/12/1986
Suboficial QSS SDE;Antonio Caetano Tavares Pereira;107/SC;25/02/2010
Senhor;Antônio Caldevilla Morião;1813/SCC;20/12/1984
Segundo-Sargento QTA TVA;Antônio Camilo de Souza;931/SCC;12/12/1989
Suboficial QSS SOB;Antônio Campos de Paiva;931/SCC;12/12/1989
Suboficial R/1;Antonio Candido Vieira Filho;58/SC;14/02/2012
Suboficial;Antonio Canta;182/SCGC;18/02/2015
Cabo QCB SEM;Antônio Cardoso;091/SCC;20/01/1980
Suboficial QSS SEF;Antônio Cardoso Silva;051/SCC;26/02/1993
Suboficial QSS BEI;Antônio Carlini;116/SCC;20/01/1984
Subtenente de Cavalaria;Antônio Carlos Alves Carvalho Júnior;80/SC;26/02/2008
Suboficial QSS BSP;Antonio Carlos Andrade Santos;100/SCC;20/02/1997
Primeiro-Sargento QSS BSP;Antonio Carlos Antunes;58/SC;14/02/2012
Suboficial QSS SGS;Antônio Carlos Araújo Dias;870/SCC;20/12/1991
Suboficial QSS SEL;Antônio Carlos Azevedo;1057/SCC;20/12/1985
Suboficial QSS SML;Antônio Carlos Barbosa Costa;1813/SCC;20/12/1984
Suboficial QSS SDE;Antonio Carlos Bento de Lima;107/SC;25/02/2009
Suboficial QSS SAD;Antônio Carlos Bessa dos Santos;202/SC;18/02/2004
Primeiro-Sargento QSS BCO;Antônio Carlos Bonneau;1057/SCC;20/12/1985
Suboficial QSS BMA;Antonio Carlos Brizon;160/SCC;16/03/1994
Subtenente de Intendência;Antonio Carlos Cardoso Faustino;106/SC;21/02/2007
Senhor;Antônio Carlos Carvalho Martins;1172/SCC;15/12/1987
Primeiro-Sargento QSS BSP;Antonio Carlos Crelier dos Santos;204/SC;22/02/2005
Suboficial QSS BMB;Antonio Carlos da Costa Sampaio;141/SC;19/02/2002
Suboficial QSS BCO;Antonio Carlos da Costa Viegas;182/SCGC;18/02/2015
Cabo QCB SAD;Antonio Carlos da Rocha;870/SCC;20/12/1991
Taifeiro de Primeira Classe QTA TVA;Antonio Carlos da Silva;90/SCC;22/02/1999
Capitão QOEA MET ;Antônio Carlos da Silva;048/SCC;18/01/1996
Primeiro-Sargento QSS BEV;Antônio Carlos da Silva;1194/SCC;15/12/1986
Segundo-Sargento QSS SAD;Antonio Carlos da Silva Bentes;58/SC;14/02/2012
Suboficial QSS BMA;Antonio Carlos Da Silva Guerra;1.659/SCGC;21/12/2016
Suboficial QSS BCO;Antonio Carlos da Silva Haag;193/SCC;20/02/1995
Suboficial BET;Antonio Carlos da Silva Marrafa;107/SC;25/02/2010
Suboficial QSS BCT;Antônio Carlos da Silva Mendes;98/SCC;18/02/1998
Suboficial SAD;Antonio Carlos da Silva Vianna;81/SC;07/02/2011
Suboficial QSS BMT;Antônio Carlos Daumas;968-A/SCC;14/12/1990
Suboficial TCO;Antonio Carlos de Andrade;107/SC;25/02/2010
Suboficial QSS BMA;Antônio Carlos de Andrade Queiroz;113/SC;22/02/2001
Segundo-Sargento SAD;Antonio Carlos de Lima Bastos;81/SC;07/02/2011
Terceiro-Sargento QC (VA);Antônio Carlos de Moraes;092/SCC;20/01/1982
Suboficial QSS SEF;Antônio Carlos de Moraes Primo;113/SC;22/02/2001
Cabo QCB SGS;Antônio Carlos de Oliveira;1813/SCC;20/12/1984
Suboficial QSS BCO;Antonio Carlos de Oliveira Filho;130/SCGC;03/02/2014
Terceiro-Sargento QTA TVA;Antonio Carlos de Sousa Machado;931/SCC;12/12/1989
Senhor;Antônio Carlos de Souza;202/SC;18/02/2004
Primeiro-Sargento QSS BMT;Antônio Carlos de Souza;1057/SCC;20/12/1985
Taifeiro-Mor QTA TAR;Antônio Carlos de Souza;968-A/SCC;14/12/1990
Suboficial QSS BCT;Antônio Carlos de Souza II;161/SC;21/02/2003
Suboficial QSS BCT;Antonio Carlos de Souza Quintanilha;29/SCGC;29/01/2016
Senhor;Antonio Carlos Dias;100/SCC;20/02/1997
Suboficial QSS SGS;Antônio Carlos Dias Martins;161/SC;21/02/2003
Suboficial QSS BCO;Antônio Carlos Dias Torres;870/SCC;20/12/1991
Suboficial QSS BSP;Antonio Carlos do Carmo;1172/SCC;15/12/1987
Cabo QCB SAD;Antonio Carlos do Nascimento;100/SCC;20/02/1997
Primeiro-Sargento BET;Antonio Carlos do Nascimento;81/SC;07/02/2011
Suboficial QSS BMA;Antonio Carlos dos Santos;048/SCC;18/01/1996
Suboficial QSS BMA;Antonio Carlos dos Santos;182/SCGC;18/02/2015
Suboficial QSS BMB;Antônio Carlos dos Santos Macias;051/SCC;26/02/1993
Terceiro-Sargento SMU;Antonio Carlos dos Santos Queiroz;81/SC;07/02/2011
Senhor;Antonio Carlos Fameli;141/SC;19/02/2002
Cabo QCB SEM;Antonio Carlos Ferreira Vieira;1813/SCC;20/12/1984
Primeiro-Sargento QSS BSP;Antonio Carlos Filizola;870/SCC;20/12/1991
Cabo QCB SAD;Antonio Carlos França Vieira;113/SC;22/02/2001
Primeiro-Sargento QTA TAR;Antonio Carlos Galvão da Silva;107/SC;25/02/2009
Suboficial QSS BET;Antonio Carlos Garcia;870/SCC;20/12/1991
Suboficial QSS BMT;Antônio Carlos Góes;968-A/SCC;14/12/1990
Primeiro-Sargento SOB;Antonio Carlos Gomes;107/SC;25/02/2010
Suboficial QSS BEI;Antônio Carlos Gomes da Silva;182/SCGC;18/02/2015
Primeiro-Sargento QSS SGS;Antonio Carlos Gomes Melo;10/SCGC;10/01/2019
Senhor;Antonio Carlos Gomes Pinheiro;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMT;Antonio Carlos Gomes Souza;2/SCGC;06/01/2020
Suboficial BMT;Antonio Carlos Laio;107/SC;25/02/2010
Suboficial QSS BCO;Antonio Carlos Leite;160/SCC;16/03/1994
Suboficial QSS BCT;Antônio Carlos Lima Peeters;90/SCC;22/02/1999
Senhor;Antônio Carlos Lindman;051/SCC;26/02/1993
Suboficial QSS SML;Antônio Carlos Lopes;161/SC;21/02/2003
Capitão QOEA;Antonio Carlos Lucas;160/SCC;16/03/1994
Suboficial QSS BMA;Antonio Carlos Marques;29/SCGC;29/01/2016
Segundo-Sargento QSS BEI;Antônio Carlos Martins da Silva Vinhas;100/SCC;20/02/1997
Cabo QCB SAD;Antonio Carlos Martins Monteiro;870/SCC;20/12/1991
Taifeiro de Segunda Classe QTA TAR;Antônio Carlos Mendes Macedo;092/SCC;20/01/1982
Primeiro-Sargento QSS SAD;Antonio Carlos Mendonca;193/SCC;20/02/1995
Segundo-Sargento QSS SAD;Antonio Carlos Mendonça;58/SC;14/02/2012
Primeiro-Sargento QSS BSP;Antônio Carlos Miranda Cavaleiro;931/SCC;12/12/1989
Suboficial QSS BSP;Antônio Carlos Moraes Reis;931/SCC;12/12/1989
Primeiro-Sargento QSS SGS;Antônio Carlos Moreira Santana;931/SCC;12/12/1989
Primeiro-Tenente QOEAV  ;Antônio Carlos Neves Costa;247/SC;06/03/2006
Suboficial QSS SGS;Antônio Carlos Nunes de Souza;247/SC;06/03/2006
Terceiro-Sargento;Antonio Carlos Oliveira dos Santos;141/SC;19/02/2002
Cabo QCB SAD;Antonio Carlos Paes;58/SC;14/02/2012
Terceiro-Sargento;Antonio Carlos Pereira;81/SC;07/02/2011
Cabo QCB BMB;Antonio Carlos Pereira da Cruz;100/SCC;20/02/1997
Terceiro-Sargento QSS SAD;Antônio Carlos Pinheiro Peres;202/SC;18/02/2004
Cabo QCB BMA;Antonio Carlos Pinto;98/SCC;18/02/1998
Primeiro-Sargento QSS SEL;Antônio Carlos Pinto Paulista;116/SCC;20/01/1984
Suboficial QSS SAD;Antônio Carlos Queiróz de Oliveira;1194/SCC;15/12/1986
Suboficial QSS BSP;Antonio Carlos Rodrigues de Oliveira;182/SCGC;18/02/2015
Cabo QCB BMA;Antônio Carlos Rosa de Castro;047/SCC;20/01/1981
Suboficial QSS BCO;Antonio Carlos Rossi de Miranda;204/SC;22/02/2005
Suboficial QSS BCT;Antônio Carlos Santos da Rocha;204/SC;22/02/2005
Suboficial QSS BMA;Antonio Carlos Santos de Miranda;107/SC;25/02/2009
Primeiro-Sargento QSS BEV;Antonio Carlos Santos de Oliveira;182/SCGC;18/02/2015
Primeiro-Sargento QSS SAD;Antonio Carlos Sardinha dos Santos;141/SC;19/02/2002
Primeiro-Sargento QSS SAD;Antônio Carlos Scheffer de Lima;870/SCC;20/12/1991
Suboficial QSS BEI;Antonio Carlos Senhorinha;2/SCGC;06/01/2020
Subtenente de Intendência;Antônio Carlos Soares;202/SC;18/02/2004
Suboficial QSS BMB;Antonio Carlos Souza Conceição;160/SCC;16/03/1994
Suboficial QSS BMA;Antônio Carlos Teixeira dos Santos;100/SCC;20/02/1997
Suboficial QSS BET;Antonio Carlos Torres;160/SCC;16/03/1994
Suboficial QSS BCT;Antônio Carlos Vieira e Silva;204/SC;22/02/2005
Suboficial QSS SEF;Antônio Carneiro de Albuquerque;051/SCC;26/02/1993
Suboficial QSS BCO;Antônio Carneiro de Oliveira;086/SCC;20/01/1983
Suboficial QSS BCO;Antônio Carvalho Dutra;161/SC;21/02/2003
Suboficial QSS BMA;Antônio Casellas Servera;106/SC;21/02/2007
Cabo QCB BCO;Antonio Catarino dos Santos Filho;107/SC;25/02/2010
Suboficial QSS BMA;Antonio Celio Monteiro;247/SC;06/03/2006
Major QOEFOT;Antônio Célio Pereira de Mesquita;1057/SCC;20/12/1985
Suboficial QSS SAD;Antonio César Caldas Pinto;193/SCC;20/02/1995
Primeiro-Sargento QSS BCO;Antônio Cesar Cerqueira;086/SCC;20/01/1983
Suboficial QSS SAD;Antonio Cesar de Abrêu Rodrigues;204/SC;22/02/2005
Cabo QCB SAD;Antonio Cesar Maciel;202/SC;18/02/2004
Suboficial QSS BET;Antônio César Pukall;113/SCC;28/02/2000
Suboficial QSS SAD;Antônio Ciryno de Castilho;841/SCC;01/12/1988
Terceiro-Sargento;Antonio Claret Sandi;81/SC;07/02/2011
