QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS SOB;Evandro Almeida do Nascimento;193/SCC;20/02/1995
Primeiro-Sargento QSS SCF;Evandro Aurelio Gonçalves de Ornelas;182/SCGC;18/02/2015
Suboficial QSS BET;Evandro Bitencourt;2/SCGC;06/01/2020
Suboficial QSS SML;Evandro Breda de Almeida;107/SC;25/02/2009
Suboficial QSS SEF;Evandro Carlos Barbosa;204/SC;22/02/2005
Primeiro-Sargento QSS SAD;Evandro Carlos Ferreira de Souza;161/SC;21/02/2003
Senhor;Evandro de Paiva e Mello;189/SC;07/02/2013
Segundo-Sargento QSS SEL;Evandro de Sousa Lima;247/SC;06/03/2006
Terceiro-Sargento BMA;Evandro do Espirito Santo;81/SC;07/02/2011
Segundo-Tenente QOEA;Evandro do Nascimento Simão;047/SCC;20/01/1981
Suboficial QSS SDE;Evandro Duarte Ferreira;130/SCGC;03/02/2014
Segundo-Sargento QSS SAD;Evandro Estrela Sturião;29/SCGC;29/01/2016
Senhor;Evandro Figueiredo de Souza;10/SCGC;10/01/2019
Primeiro-Sargento SAD;Evandro Gabriel da Silva Junior;81/SC;07/02/2011
Primeiro-Sargento QSS BEP;Evandro Luiz Bernini;106/SC;21/02/2007
Suboficial QSS BEP;Evandro Manoel Duarte de Campos;90/SCC;22/02/1999
Primeiro-Sargento QSS SAD;Evandro Marques Rodrigues;113/SC;22/02/2001
Senhor;Evandro Oliveira da Silva;091/SCC;20/01/1980
Cabo QCB SOB;Evandro Roberto Gatringer;202/SC;18/02/2004
Suboficial QSS SAD;Evandro Santos da Costa;106/SC;21/02/2007
Terceiro-Sargento SDE;Evandro Soares Claudino de Melo;107/SC;25/02/2010
Suboficial QSS BMA;Evandro Souza Lima;113/SC;22/02/2001
Cabo QCB SOB;Evandro Xavier Prates;98/SCC;18/02/1998
Soldado BM (MT);Evangelista de Almeida Mendes;107/SC;25/02/2010
Senhora;Evanilce Aparecida Hasselmann Richter;107/SC;25/02/2010
Senhor;Evanildo de Souza Alves;141/SC;19/02/2002
Suboficial QSS BMA;Evanildo Jose de Assunção;870/SCC;20/12/1991
Primeiro-Sargento QSS BMA;Evanio Benzaquem Ribeiro e Silva;130/SCGC;03/02/2014
Segundo-Sargento QSS BCO;Evânio Costa de Arruda;189/SC;07/02/2013
Terceiro-Sargento QESA SAD;Evanir Antônio de Souza;106/SC;21/02/2007
Senhora;Evanize Américo Costa;113/SCC;28/02/2000
Suboficial QSS SGS;Evaristo Ferreira do Couto;193/SCC;20/02/1995
Suboficial QSS SAD;Evaristo Francisco de Souza;160/SCC;16/03/1994
Senhor;Evaristo Leôncio Gomes;870/SCC;20/12/1991
Taifeiro-Mor QTA TBA;Evaristo Rodrigues Valentim;1813/SCC;20/12/1984
Primeiro-Sargento QSS BEV;Evaristo Seguins Gomes;110/SCC;28/01/1980
Segundo-Sargento QSS SEL;Evelin Fernandes Santos de Carvalho;29/SCGC;29/01/2016
Senhora;Eveline Pontes Falcão;841/SCC;01/12/1988
Senhora;Evelisa Cristina Alves da Cunha Freitas Santana;113/SC;22/02/2001
Segundo-Sargento QSS BCT;Evelyn Maciel Machado Godoy;10/SCGC;10/01/2019
Suboficial QSS SEF;Evenaldo Fernandes Gama;1057/SCC;20/12/1985
Suboficial QSS SGS;Evenilson Ranquine Guimarães ;107/SC;25/02/2009
Suboficial BEP;Eveno da Fonseca Vasconcelos Junior;80/SC;26/02/2008
Suboficial;Ever Alicio Zarza Brizuela;130/SCGC;03/02/2014
Taifeiro-Mor QTA TAR;Everaldo Alves de Almeida;051/SCC;26/02/1993
Suboficial QSS BET;Everaldo Beilner Lapa;193/SCC;20/02/1995
Primeiro-Sargento SGS;Everaldo Carvalho de Souza;107/SC;25/02/2010
Cabo QCB SAD;Everaldo da Silva Teixeira;048/SCC;18/01/1996
Suboficial QSS SAD;Everaldo de Oliveira Costa;182/SCGC;18/02/2015
Suboficial QSS BCO;Everaldo Paulo de Oliveira;182/SCGC;18/02/2015
Primeiro-Sargento QSS BCO;Everaldo Rogério dos Santos;2/SCGC;06/01/2020
Suboficial QSS BCO;Everaldo Simões Gomes;047/SCC;20/01/1981
Primeiro-Sargento SGS;Everson Caetano da Silva;107/SC;25/02/2010
Primeiro-Sargento de Infantaria;Everson Cruz de Lima;29/SCGC;29/01/2016
Primeiro-Sargento QSS BET;Everton Alves de Araújo;2/SCGC;06/01/2020
Suboficial BEP;Everton Antonio de Moraes;81/SC;07/02/2011
Segundo-Sargento QSS SMU;Everton Germano Ramos Brandão;189/SC;07/02/2013
Suboficial QSS BSP;Everton Gomes de Oliveira;2/SCGC;06/01/2020
Suboficial QSS BEV;Everton Itaborai Mattos;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMA;Everton José Ruszczyk;10/SCGC;10/01/2019
Suboficial QSS BET;Everton Luis Ferreira de Andrade;107/SC;25/02/2009
Primeiro-Sargento QSS BCT;Éverton Martins;100/SCC;20/02/1997
Suboficial QSS SEM;Everton Rodrigues Vital;29/SCGC;29/01/2016
Segundo-Sargento SAD;Eviane Brito de Assis Dias;107/SC;25/02/2010
Suboficial QSS SGS;Evilasio Cantarino Motta;189/SC;07/02/2013
Suboficial BMA;Evilásio Damião do Rego;80/SC;26/02/2008
Primeiro-Sargento (Mar);Evilázio do Sacramento;160/SCC;16/03/1994
Primeiro-Sargento QSS BET;Ewerson Luis de Santana Brito;10/SCGC;10/01/2019
Suboficial QSS BMT;Ewerton Ranquine Guimarães;107/SC;25/02/2010
Senhor;Expedito Pereira da Rosa Filho;202/SC;18/02/2004
Suboficial QSS BMA;Expedito Portella;1057/SCC;20/12/1985
Suboficial QSS BSP;Expedito Souza Carvalho;1057/SCC;20/12/1985
Senhor;Ezeloin Sidney Alves Brittes;100/SCC;20/02/1997
Subtenente de Infantaria;Ezenilton Mudesto Silva;80/SC;26/02/2008
Suboficial SMU;Ezequias Franco;81/SC;07/02/2011
Senhor;Ezequias Luiz de Miranda;182/SCGC;18/02/2015
Primeiro-Sargento QSS SAD;Ezequias Marcelino Da Silva Freitas;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SDE;Ezequias Viana Ribeiro;100/SCC;20/02/1997
Suboficial QSS BEI;Ezequiel José da Silva;161/SC;21/02/2003
Segundo-Sargento QSS SAD;Ezequiel Lima;2/SCGC;06/01/2020
Suboficial QSS BEI;Ezequiel Meireles Lourenço;130/SCGC;03/02/2014
Suboficial QSS SEF;Ezequiel Quirino Gararoba;048/SCC;18/01/1996
Senhora;Ezilda Júlia;107/SC;25/02/2009
Senhor;Ezir Pinheiro de Alcântara;100/SCC;20/02/1997
Terceiro-Sargento QESA SAD;Fabian Farias Machado;10/SCGC;10/01/2019
Primeiro-Sargento QSS SAD;Fabiana Costa Ferreira;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SAD;Fabiana Ferreira de Freitas;29/SCGC;29/01/2016
Segundo-Sargento QSS SDE;Fabiane Henrique De Oliveira;1.659/SCGC;21/12/2016
Segundo-Sargento QSS SDE;Fabiano Cararine Candido;130/SCGC;03/02/2014
Primeiro-Sargento QSS SAD;Fabiano Dantas Estefano;130/SCGC;03/02/2014
Primeiro-Sargento QSS SAD;Fabiano de Castro Dell'orto;10/SCGC;10/01/2019
Suboficial QSS BCT;Fabiano Diogo de Barros Moura;870/SCC;20/12/1991
Segundo-Sargento QSS SDE;Fabiano Ferreira da Silva;10/SCGC;10/01/2019
Cabo QCB SEM;Fabiano Hobold Machado;29/SCGC;29/01/2016
Terceiro-Sargento QSS SGS;Fabiano Hoffmann Pinto;58/SC;14/02/2012
Primeiro-Sargento QSS SEL;Fabiano Junger da Silva;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Fabiano Pedro da Silva;29/SCGC;29/01/2016
Primeiro-Sargento QSS BCO;Fabiano Rocha França;130/SCGC;03/02/2014
Primeiro-Sargento QSS SEM;Fabiano Rodrigues Borges;1.659/SCGC;21/12/2016
Suboficial QSS BCT;Fabiano Tadeu Silvério Costa;1172/SCC;15/12/1987
Primeiro-Sargento QSS SDE;Fabio Alexander Mac Dowell Cunha;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SAD;Fabio Alexandre Cavalcanti de Souza;204/SC;22/02/2005
Segundo-Sargento QSS SAD;Fabio Alexandre de Jesus Dias;130/SCGC;03/02/2014
Suboficial QSS BEI;Fabio Alexandre Menezes Nogueira;107/SC;25/02/2010
Suboficial QSS SGS;Fabio Anacleto Da Silva;1.659/SCGC;21/12/2016
Segundo-Sargento (SI);Fábio André Rosa Cortes;202/SC;18/02/2004
Suboficial SML;Fabio Antonio Fernandes da Silva;80/SC;26/02/2008
Segundo-Sargento BET;Fabio Augusto Alves;81/SC;07/02/2011
Suboficial QSS SEL;Fábio Azoubel Barreto;247/SC;06/03/2006
Primeiro-Sargento QSS SAD;Fábio Batista de Melo Neto;29/SCGC;29/01/2016
Suboficial QSS SAD;Fabio Branco de Holanda;107/SC;25/02/2009
Primeiro-Sargento QSS BET;Fabio Brasil Foly;130/SCGC;03/02/2014
Segundo-Sargento QSS BCT;Fábio Cargnelutti Fontoura;6/SCGC;08/01/2018
Segundo-Sargento QSS SAD;Fabio Cordeiro Vasconcelos dos Anjos;10/SCGC;10/01/2019
Primeiro-Sargento QTA TAR;Fabio Costa Caetano De Araujo;1.659/SCGC;21/12/2016
Suboficial QSS BCO;Fabio Costa de Souza;182/SCGC;18/02/2015
Suboficial QSS SAD;Fábio da Rocha Tostes;141/SC;19/02/2002
Primeiro-Sargento QSS SEL;Fabio Da Silva Gregorio;1.659/SCGC;21/12/2016
Terceiro-Sargento QSS SGS;Fábio da Silva Nogueira;182/SCGC;18/02/2015
Suboficial BCO;Fabio da Silva Rios;80/SC;26/02/2008
Primeiro-Sargento de Manutenção de Comunicações;Fábio de Aguiar Grijó;29/SCGC;29/01/2016
Suboficial QSS BCO;Fabio de Azevedo Lago;189/SC;07/02/2013
Segundo-Sargento QSS BMB;Fábio de Castro Dutra;141/SC;19/02/2002
Primeiro-Sargento QSS SAD;Fabio de Moraes Siqueira;182/SCGC;18/02/2015
Soldado BM (MT);Fabio de Paula Paim;107/SC;25/02/2010
Terceiro-Sargento QSS SAD;Fábio de Sá Ferreira Leandro;130/SCGC;03/02/2014
Primeiro-Sargento QSS BET;Fábio de Sene Beckmann;10/SCGC;10/01/2019
Suboficial BMB;Fabio de Sousa Zanini;80/SC;26/02/2008
Segundo-Sargento QSS SAD;Fabio Dias Penedo;58/SC;14/02/2012
Primeiro-Sargento QSS BMA;Fabio Donizete Davila;58/SC;14/02/2012
Segundo-Sargento QSS SAD;Fabio dos Santos de Araujo;58/SC;14/02/2012
Suboficial QSS BMA;Fabio dos Santos Lima;2/SCGC;06/01/2020
Suboficial QSS BMA;Fabio Ferreira da Costa;182/SCGC;18/02/2015
Primeiro-Sargento QSS SEL;Fábio Ferreira Da Silva;1.659/SCGC;21/12/2016
Segundo-Sargento QSS SAD;Fábio França Volga;247/SC;06/03/2006
Terceiro-Sargento QESA BET;Fabio Francisco de Aguiar;6/SCGC;08/01/2018
Terceiro-Sargento QSS SIN;Fabio Franklin de Lima;182/SCGC;18/02/2015
Primeiro-Sargento QSS SOB;Fabio Frederico;107/SC;25/02/2009
Suboficial QSS BMA;Fabio Gonçalves Ribeiro;58/SC;14/02/2012
Primeiro-Sargento QSS SML;Fabio Goncalves Tavares;1.659/SCGC;21/12/2016
Suboficial QSS BET;Fábio Guimarães Cendon;968-A/SCC;14/12/1990
Primeiro-Sargento QSS BCO;Fábio Henrique de Araújo;6/SCGC;08/01/2018
Cabo QCB SAD;Fabio Henriques;106/SC;21/02/2007
Primeiro-Sargento QSS SGS;Fabio Horvath Gomide Leite;247/SC;06/03/2006
Segundo-Sargento QSS SGS;Fábio Humberto Coelho Cozzi;182/SCGC;18/02/2015
Terceiro-Sargento SAD;Fábio Isidório dos Santos;107/SC;25/02/2010
Suboficial QSS SEM;Fabio José Campos;107/SC;25/02/2009
Senhor;Fábio José de Oliveira;113/SC;22/02/2001
Terceiro-Sargento QSS SAD;Fabio José de Oliveira Barbosa;29/SCGC;29/01/2016
Primeiro-Sargento QSS SCF;Fábio José dos Santos de Carvalho;2/SCGC;06/01/2020
Primeiro-Sargento QSS BFT;Fábio José Kunz Backes;189/SC;07/02/2013
Senhor;Fabio Lombardi Barbeta;130/SCGC;03/02/2014
Primeiro-Sargento QSS SEL;Fábio Luís Da Rosa;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS BCO;Fabio Luiz Domingos Costa;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS SEL;Fabio Lunardi Antunes;6/SCGC;08/01/2018
Suboficial BCT;Fabio Machado Barbosa;81/SC;07/02/2011
Terceiro-Sargento QSS BMA;Fábio Marinho Freire;107/SC;25/02/2009
Segundo-Sargento QSS SAD;Fabio Martins;58/SC;14/02/2012
Taifeiro de Primeira Classe QTA TCO;Fabio Maurino Carlos Ferreira;98/SCC;18/02/1998
Suboficial QSS BFT;Fábio Mendes de Barros;80/SC;26/02/2008
Primeiro-Sargento QSS SEM;Fábio Mendes De Oliveira;1.659/SCGC;21/12/2016
Suboficial QSS BMA;Fabio Mendonça Diniz;130/SCGC;03/02/2014
Suboficial SEM;Fabio Nogarol de Andrade;107/SC;25/02/2010
Primeiro-Sargento (AV-RV);Fabio Oliveira Ferreira;1.659/SCGC;21/12/2016
Terceiro-Sargento SGS;Fabio Oliveira Lopes;107/SC;25/02/2010
Suboficial QSS BMA;Fabio Padula Cosme;29/SCGC;29/01/2016
Primeiro-Sargento QSS BMT;Fábio Pereira de Oliveira;182/SCGC;18/02/2015
Suboficial QSS SGS;Fábio Ramos Martins;130/SCGC;03/02/2014
Suboficial QSS BMA;Fabio Rangel Nunes;189/SC;07/02/2013
Terceiro-Sargento de Infantaria;Fabio Ricardo Martins Teixeira;80/SC;26/02/2008
Suboficial QSS BMA;Fábio Rodrigues Ferreira;130/SCGC;03/02/2014
Suboficial QSS SOB;Fábio Rodrigues Vieira;107/SC;25/02/2009
Suboficial BSP;Fabio Rogerio Castro Fraga;81/SC;07/02/2011
Primeiro-Sargento QSS BET;Fábio Sampaio Peres;130/SCGC;03/02/2014
Suboficial (AV-MV);Fabio Santos de Almeida;10/SCGC;10/01/2019
Senhor;Fabio Schumann Albernaz;182/SCGC;18/02/2015
Primeiro-Sargento QSS BMB;Fabio Silva de Abreu;2/SCGC;06/01/2020
Primeiro-Sargento QSS BMA;Fabio Silva Nunes;58/SC;14/02/2012
Suboficial BET;Fabio Simplicio da Silva;107/SC;25/02/2010
Suboficial QSS BMA;Fabio Soares Chaves;29/SCGC;29/01/2016
Cabo SAD;Fabio Teixeira de Almeida;2/SCGC;06/01/2020
Primeiro-Sargento QSS SAD;Fabio Teixeira de Azevedo;58/SC;14/02/2012
Primeiro-Sargento QSS SGS;Fábio Tenório dos Santos;202/SC;18/02/2004
Suboficial QSS BCT;Fabio Vander da Silva Villar;182/SCGC;18/02/2015
Suboficial QSS BMA;Fabio Viana de Souza;182/SCGC;18/02/2015
Suboficial QSS BMA;Fábio Vieira da Silva;98/SCC;18/02/1998
Suboficial QSS SEL;Fabio Wagner de Oliveira;106/SC;21/02/2007
Segundo-Sargento QSS SAD;Fabíola Mendonça Nicolau Hoffmann;189/SC;07/02/2013
Segundo-Sargento QSS SAD;Fabricia Souza de Oliveira;189/SC;07/02/2013
Suboficial BMA;Fabricio Adriano Vaz Alarcão;107/SC;25/02/2010
Segundo-Sargento QSS SAD;Fabrício Amorim de Oliveira Andrade;2/SCGC;06/01/2020
Primeiro-Sargento QSS BSP;Fabricio Batalha Forte;1.659/SCGC;21/12/2016
Terceiro-Sargento QSS SIN;Fabricio Campos Falco Grossi;6/SCGC;08/01/2018
Suboficial QSS BCO;Fabrício Dias Junior;247/SC;06/03/2006
Segundo-Sargento QSS BCO;Fabricio dos Santos e Souza;182/SCGC;18/02/2015
Segundo-Sargento QSS SAD;Fabrício Filgueiras da Rocha;29/SCGC;29/01/2016
Senhor;Fabrício Guimarães Santiago;130/SCGC;03/02/2014
Segundo-Sargento QSS BCO;Fabricio Monteiro Vaz;106/SC;21/02/2007
Primeiro-Sargento (ES);Fabrício Paravidino da Silva;6/SCGC;08/01/2018
Primeiro-Sargento QSS BEI;Fabricio Pereira Vernetti;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS BSP;Fabricio Sebastião Do Nascimento Almeida;1.659/SCGC;21/12/2016
Primeiro-Sargento QSS BMA;Fabrício Strohschein Maschke;113/SC;22/02/2001
Segundo-Sargento QTA TCO;Fabricio Vieira Silva;6/SCGC;08/01/2018
Senhora;Farieth Patricia Bueno Peñaloza;81/SC;07/02/2011
Suboficial QSS SEF;Farlley Jorge Lourenço Derze;107/SC;25/02/2009
Suboficial BMA;Farrel Rosendo Campos da Silva;80/SC;26/02/2008
Senhora;Fátima Aparecida Paixão Costa;182/SCGC;18/02/2015
Senhora;Fátima Melo Gregório;29/SCGC;29/01/2016
Senhora;Fatima Regina Oliveira Cerqueira;189/SC;07/02/2013
Senhora;Faustanquelia Messias Porto;106/SC;21/02/2007
Suboficial QSS BEI;Faustino Neto Guimarães;90/SCC;22/02/1999
Suboficial QSS BET;Fausto Felix;2/SCGC;06/01/2020
Senhor;Federico Carli;2/SCGC;06/01/2020
Suboficial (Itália);Federico Sacchi;193/SCC;20/02/1995
Primeiro-Sargento QSS SAD;Feliciano Pantoja da Pureza;189/SC;07/02/2013
Suboficial QSS BCO;Feliciano Souza Da Silva;1.659/SCGC;21/12/2016
Senhor;Felício Baccelli;968-A/SCC;14/12/1990
Primeiro-Sargento QSS SAD;Felipe Alves Lorente;2/SCGC;06/01/2020
Primeiro-Sargento QSS SGS;Felipe Andre da Silva;10/SCGC;10/01/2019
Suboficial QSS BMA;Felipe Antonio Santos Pereira;182/SCGC;18/02/2015
Suboficial QSS BCO;Felipe Ariomar Souza e Silva;116/SCC;20/01/1984
Terceiro-Sargento QSS BSP;Felipe Ávila da Silva;113/SC;22/02/2001
Primeiro-Sargento QSS SAD;Felipe Barrozo dos Reis;2/SCGC;06/01/2020
Primeiro-Sargento QSS SAD;Felipe Batista Rodrigues;10/SCGC;10/01/2019
Segundo-Sargento QSS BET;Felipe Cesar Santos Gonçalves;29/SCGC;29/01/2016
Primeiro-Sargento QSS BEI;Felipe de Amorim Borba;29/SCGC;29/01/2016
Primeiro-Sargento QSS BCO;Felipe de Araujo Lima;29/SCGC;29/01/2016
Terceiro-Sargento QSCON TES;Felipe Lima Do Nascimento;1.659/SCGC;21/12/2016
Suboficial QSS BCT;Felipe Manhães Dias da Silva;161/SC;21/02/2003
Primeiro-Sargento QSS BET;Felipe Moreira André;10/SCGC;10/01/2019
Segundo-Sargento QSS BCT;Felipe Nascimento Alcantara;182/SCGC;18/02/2015
Suboficial QSS BMA;Felipe Nery de Azevedo Monteiro;182/SCGC;18/02/2015
Primeiro-Sargento QSS BEI;Felipe Pereira Duarte;10/SCGC;10/01/2019
Segundo-Sargento QSS SIN;Felipe Pinheiro Lima;10/SCGC;10/01/2019
Primeiro-Sargento QSS SAD;Felipe Santana Gerbasi;2/SCGC;06/01/2020
Senhor;Felipe Vilhena Miranda;29/SCGC;29/01/2016
Senhor;Felis Haldo Soares;1813/SCC;20/12/1984
Senhor;Felismino da Silva;092/SCC;20/01/1982
Primeiro-Sargento de Infantaria;Félix André Mendes;1.659/SCGC;21/12/2016
Taifeiro de Primeira Classe QTA TCO;Félix Giasson;100/SCC;20/02/1997
Cabo QCB SAD;Félix Godofredo Oliveira Souza;193/SCC;20/02/1995
Senhor;Felix Manuel Amade Malache;130/SCGC;03/02/2014
Primeiro-Sargento QSS SGS;Félix Ricardo Nesti;841/SCC;01/12/1988
Suboficial BEP;Felix Romão da Silva;107/SC;25/02/2010
Terceiro-Sargento QTA TAR;Fellipe da Costa Araujo Campos;29/SCGC;29/01/2016
Primeiro-Sargento QSS BEP;Ferdinando Freitas de Alcântara;841/SCC;01/12/1988
Primeiro-Sargento QSS BET;Fernanda Aparecida de Meirelles Santos;6/SCGC;08/01/2018
Primeiro-Sargento QSS SAD;Fernanda Brandão De Oliveira;1.659/SCGC;21/12/2016
Segundo-Sargento QSS BSP;Fernanda de Souza;6/SCGC;08/01/2018
Terceiro-Sargento QSCON TES;Fernanda Raquel Borges Martins;1.659/SCGC;21/12/2016
Segundo-Sargento QSS SAD;Fernanda Vasconcellos de Mattos;6/SCGC;08/01/2018
Suboficial QSS SML;Fernandino Rocha Coelho;98/SCC;18/02/1998
Suboficial QTA TAR;Fernando Albuquerque Aguiar Filho;051/SCC;26/02/1993
Suboficial QSS BSP;Fernando Alves Abati;100/SCC;20/02/1997
Terceiro-Sargento QC (CM);Fernando Alves Marinho;116/SCC;20/01/1984
Senhor;Fernando Antônio Accioli de Carvalho;841/SCC;01/12/1988
Suboficial QSS STP;Fernando Antonio de Lima;107/SC;25/02/2009
Terceiro-Sargento SOB;Fernando Antonio de Lira;107/SC;25/02/2010
Taifeiro de Primeira Classe QTA TCO;Fernando Antônio de Matos;1194/SCC;15/12/1986
Suboficial QSS SGS;Fernando Antonio de Souza Moraes;189/SC;07/02/2013
Primeiro-Sargento QSS SAD;Fernando Antônio de Souza Oliveira;051/SCC;26/02/1993
Suboficial QSS SAD;Fernando Antonio dos Santos Gomes;161/SC;21/02/2003
Suboficial QSS BMA;Fernando Antonio Juca de Queiroz Campos;204/SC;22/02/2005
Suboficial QSS BMA;Fernando Antônio Sobrinho;968-A/SCC;14/12/1990
Suboficial QSS BEI;Fernando Arruda Ribeiro;202/SC;18/02/2004
Suboficial QSS SAD;Fernando Augusto Treges de Lima;1057/SCC;20/12/1985
Senhor;Fernando Barreto Gondim;1057/SCC;20/12/1985
Suboficial QSS SGS;Fernando Bastos Mello;1172/SCC;15/12/1987
Primeiro-Sargento QSS SAD;Fernando Batista da Silva Filho;870/SCC;20/12/1991
Suboficial QSS BET;Fernando Brasileiro de Oliveira;161/SC;21/02/2003
Cabo QCB SEM;Fernando Caitano Monteiro;106/SC;21/02/2007
Terceiro-Sargento QC (FI);Fernando Capitulino da Silva;091/SCC;20/01/1980
Suboficial QSS SEL;Fernando Carlos Teixeira Rodrigues;047/SCC;20/01/1981
Suboficial (MR);Fernando Carneiro Filho;6/SCGC;08/01/2018
Primeiro-Sargento QSS SAD;Fernando Castanheira Rodrigues;90/SCC;22/02/1999
Suboficial QSS BMA;Fernando Catarino;98/SCC;18/02/1998
Suboficial QSS BMA;Fernando Cesar Batista Dos Santos;1.659/SCGC;21/12/2016
Suboficial QSS BCO;Fernando Cesar Carvalho de Sousa;189/SC;07/02/2013
Suboficial QSS BMA;Fernando Cesar Santos;130/SCGC;03/02/2014
Suboficial (AV-VN);Fernando Cezar Moreira;6/SCGC;08/01/2018
Suboficial QSS SAD;Fernando Cezar Octávio de Carvalho;98/SCC;18/02/1998
Terceiro-Sargento QESA SGS;Fernando Cezar Sebastião Silva;113/SCC;28/02/2000
Primeiro-Sargento QSS BCO;Fernando Cruvinel de Carvalho;202/SC;18/02/2004
Suboficial QSS SAD;Fernando Custódio de Oliveira;113/SCC;28/02/2000
Primeiro-Sargento QSS SMU;Fernando da Conceição Félix de Lima;130/SCGC;03/02/2014
Taifeiro-Mor QTA TSA;Fernando da Costa Filgueiras;116/SCC;20/01/1984
Suboficial QSS BCT;Fernando da Rocha Santos;086/SCC;20/01/1983
Cabo QCB SAD;Fernando da Silva;931/SCC;12/12/1989
Senhor;Fernando da Silva Xavier;968-A/SCC;14/12/1990
Segundo-Sargento QTA TCO;Fernando Dalmolin;2/SCGC;06/01/2020
Terceiro-Sargento QTA TCO;Fernando David Ribeiro Melo;113/SC;22/02/2001
Suboficial QSS BEI;Fernando de Assis Prado;247/SC;06/03/2006
Primeiro-Sargento (AV-CV);Fernando de Cassio de Andrade;106/SC;21/02/2007
Primeiro-Sargento QSS SMU;Fernando de Mendonça Silva;1057/SCC;20/12/1985
Suboficial QSS BET;Fernando de Oliveira Gusmão;182/SCGC;18/02/2015
Senhor;Fernando de Oliveira Lucena;193/SCC;20/02/1995
Suboficial QSS BMA;Fernando de Oliveira Miranda;58/SC;14/02/2012
Suboficial QSS SAD;Fernando de Oliveira Pontes;107/SC;25/02/2009
Primeiro-Sargento QSS SDE;Fernando de Oliveira Tomasio;182/SCGC;18/02/2015
Segundo-Sargento QSS SGS;Fernando de Sousa Carvalho;29/SCGC;29/01/2016
Suboficial QSS SAD;Fernando de Souza Carvalho;048/SCC;18/01/1996
Suboficial QSS SEM;Fernando D'Oliveira Filho;048/SCC;18/01/1996
Primeiro-Sargento QSS BSP;Fernando dos Santos Alves;6/SCGC;08/01/2018
Suboficial QSS BCT;Fernando dos Santos Henriques;247/SC;06/03/2006
Segundo-Sargento QSS SAD;Fernando dos Santos Stefanino;161/SC;21/02/2003
Segundo-Sargento TAR;Fernando Durval Moraes da Cunha;81/SC;07/02/2011
Senhor;Fernando Eugênio Silva;048/SCC;18/01/1996
Primeiro-Tenente QOEA;Fernando Fábio;047/SCC;20/01/1981
Suboficial SGS;Fernando Favero;107/SC;25/02/2010
Segundo-Sargento QSS SEL;Fernando Flávio Ferreira;189/SC;07/02/2013
Suboficial QSS BMA;Fernando Fontes Coelho;160/SCC;16/03/1994
Primeiro-Sargento QSS BMA;Fernando Francisco de Paula;141/SC;19/02/2002
Primeiro-Sargento QSS BEI;Fernando Francisco Gerardo;113/SCC;28/02/2000
Cabo QCB BMA;Fernando Gabriel da Silva;051/SCC;26/02/1993
Cabo QCB BMA;Fernando Gomes do Nascimento;204/SC;22/02/2005
Primeiro-Sargento QSS SAD;Fernando Gonçalves;1194/SCC;15/12/1986
Terceiro-Sargento QESA SEM;Fernando Guilherme da Costa;113/SCC;28/02/2000
Terceiro-Sargento QESA  ;Fernando Henrique Paulo;107/SC;25/02/2009
Suboficial QSS BEI;Fernando Heuseler;204/SC;22/02/2005
Suboficial QSS SAD;Fernando José da Cruz Soares;968-A/SCC;14/12/1990
Primeiro-Sargento QSS BEI;Fernando José da Cunha e Silva;086/SCC;20/01/1983
Senhor;Fernando José de Moraes;116/SCC;20/01/1984
Suboficial QSS BMA;Fernando José Fernandes Gomes;048/SCC;18/01/1996
Suboficial QSS BMA;Fernando José Moco Marieiro;141/SC;19/02/2002
Primeiro-Sargento QSS SAD;Fernando José Pinto da Silva;160/SCC;16/03/1994
Primeiro-Sargento QSS BCO;Fernando José Salustriano;10/SCGC;10/01/2019
Suboficial QSS BEI;Fernando José Santos Gonçalves;161/SC;21/02/2003
Suboficial QSS SGS;Fernando José Teixeira da Silva;100/SCC;20/02/1997
Terceiro-Sargento QESA SAD;Fernando Kalil Sombra Nogueira;968-A/SCC;14/12/1990
Segundo-Sargento QSS BET;Fernando Levandoski;29/SCGC;29/01/2016
Primeiro-Sargento QSS BSP;Fernando Libório dos Reis;182/SCGC;18/02/2015
Suboficial QSS BMA;Fernando Lopes dos Santos;204/SC;22/02/2005
Suboficial QSS BSP;Fernando Loureiro Junior;141/SC;19/02/2002
Suboficial QSS SML;Fernando Luis Correia;161/SC;21/02/2003
Suboficial QSS BMA;Fernando Luis de Abreu;247/SC;06/03/2006
Suboficial QSS BSP;Fernando Luiz Barbosa dos Santos;204/SC;22/02/2005
Senhor;Fernando Luna da Silva;113/SCC;28/02/2000
Suboficial QSS BET;Fernando Marcelino de Oliveira;113/SC;22/02/2001
Subtenente de Comunicações;Fernando Marques Borges;10/SCGC;10/01/2019
Suboficial QSS BMB;Fernando Martins Fernandes;870/SCC;20/12/1991
Senhor;Fernando Mauro de Souza;113/SCC;28/02/2000
Terceiro-Sargento QESA SAD;Fernando Neto Feitosa;81/SC;07/02/2011
