QUALIFICAÇÃO;NOME;PORTARIA;DATA
Senhor;João Alves Diniz;1194/SCC;31761
Suboficial QSS BCO;João Alves dos Santos Filho;1057/SCC;31401
Senhor;João Alves Netto;051/SCC;34026
Cabo QCB SAD;João Alves Nunes;98/SCC;35844
Terceiro-Sargento QESA SGS;João Alves Pereira;202/SC;38035
Terceiro-Sargento QESA SGS;João Anilto Vieira;113/SCC;36584
Suboficial BMA;João Anizio Campinha dos Santos;80/SC;39504
Suboficial QSS BET;João Antero dos Santos;968-A/SCC;33221
Suboficial QSS BEI;João Antônio Afonso Silva;182/SCGC;42053
Suboficial QSS BMA;João Antônio Baixo;931/SCC;32854
Cabo QCB BMA;João Antonio da Silva;107/SC;40234
Suboficial QSS SAD;João Antônio de Mendonça;051/SCC;34026
Segundo-Sargento QSS SAD;João Antônio dos Santos;1057/SCC;31401
Terceiro-Sargento de Comunicações;João Antonio dos Santos Filho;182/SCGC;42053
Primeiro-Sargento QSS BMA;João Antonio Machado Júnior;182/SCGC;42053
Primeiro-Sargento de Cavalaria;João Antonio Mancilha Calvette;107/SC;40234
Suboficial QSS BMA;João Antônio Moreira Neto;1057/SCC;31401
Suboficial (MO-SB);João Antônio Pereira Cardoso;58/SC;40953
Primeiro-Tenente QOEA;João Antônio Rodrigues Ventura;968-A/SCC;33221
Primeiro-Sargento QSS SEF;João Antonio Santos de Sena;29/SCGC;29/01/2016
Suboficial QSS SAD;João Antunes de Vasconcellos Filho;048/SCC;35082
Senhor;João Aparecido dos Santos;113/SC;36944
Suboficial QSS BCO;João Aparecido Ribeiro;870/SCC;33592
Suboficial QSS SDE;João Arantes Dias;1172/SCC;32126
Senhor;João Araújo da Silva;870/SCC;33592
Terceiro-Sargento QESA SAD;João Araújo de Castro;202/SC;38035
Suboficial QSS BMA;João Ataliba de Oliveira Selleiro;841/SCC;32478
Suboficial QSS BCT;João Augusto Bittencourt;113/SCC;36584
Terceiro-Sargento QC (FI);João Augusto do Nascimento;047/SCC;29606
Taifeiro de Primeira Classe QTA TAR;João Augusto dos Santos Filho;193/SCC;34750
Subtenente de Manutenção de Comunicações;João Augusto Martins;81/SC;40581
Primeiro-Sargento de Cavalaria;João Auri Cavallini;107/SC;39869
Suboficial QSS SAD;João Balbino do Nascimento;1172/SCC;32126
Suboficial QSS BCO;João Baptista Carlos;048/SCC;35082
Suboficial QSS BSP;João Baptista da Rocha;091/SCC;29240
Senhor;João Baptista de Alcântara Silva;048/SCC;35082
Suboficial QSS SAD;João Baptista de Camargo;968-A/SCC;33221
Segundo-Sargento QSS BEV;João Baptista de Souza Gago;1172/SCC;32126
Senhor;João Baptista Dias Ferreira;841/SCC;32478
Senhor;João Baptista Sansoni;086/SCC;30336
Suboficial QSS SEF;João Barbosa de Souza;086/SCC;30336
Capitão QOEA SVA ;João Batista Abranches da Silva;160/SCC;34409
Cabo QCB BMA;João Batista Amâncio de Oliveira;193/SCC;34750
Primeiro-Sargento QSS SAD;João Batista Correia;113/SC;36944
Senhor;João Batista Costa Barroso;106/SC;39134
Suboficial QSS BMT;João Batista Couto;189/SC;41312
Primeiro-Sargento QSS SAD;João Batista da Cunha;841/SCC;32478
Suboficial QSS SAD;João Batista da Cunha Filho;80/SC;39504
Primeiro-Sargento SGS;João Batista da Palma Junior;107/SC;40234
Senhor;João Batista da Silva;193/SCC;34750
Primeiro-Sargento QSS BMA;João Batista da Silva;1813/SCC;31036
Primeiro-Sargento QSS BCT;João Batista da Silva;6/SCGC;43108
Suboficial QSS BEI;João Batista da Silva Gomes;29/SCGC;29/01/2016
Suboficial QSS BFT;João Batista de Carvalho;931/SCC;32854
Taifeiro-Mor QTA TAR;João Batista de Castro;113/SC;36944
Suboficial QSS BFT;João Batista de Lima;106/SC;39134
Primeiro-Sargento QSS BMA;João Batista de Lyra Neto;092/SCC;29971
Terceiro-Sargento QESA SAD;João Batista de Macedo;160/SCC;34409
Suboficial QSS BCT Refm;João Batista De Mendonça;1.659/SCGC;42725
Suboficial QSS SAD;João Batista de Oliveira;1813/SCC;31036
Senhor;João Batista de Souza;107/SC;40234
Taifeiro-Mor QTA TAR;João Batista de Souza Almeida;931/SCC;32854
Subtenente de Infantaria;João Batista do Nascimento Neto;182/SCGC;42053
Primeiro-Sargento QSS BET;João Batista dos Santos Junior;182/SCGC;42053
Primeiro-Tenente QOEA CTA;João Batista Ferreira;247/SC;38782
Suboficial QSS SOB;João Batista Florindo de Oliveira;048/SCC;35082
Suboficial QSS BMA;João Batista Fusquine;048/SCC;35082
Suboficial QSS BMA;João Batista Gomes da Silva;113/SCC;36584
Cabo QCB SGS;João Batista Gouveia de Carvalho;100/SCC;35481
Suboficial QSS BCT;João Batista Guedelha Filho;247/SC;38782
Senhor;João Batista Honorio;130/SCGC;41673
Primeiro-Sargento de Aviação/Apoio;João Batista Lambert;106/SC;39134
Suboficial;João Batista Maia;80/SC;39504
Cabo QCB SGS;João Batista Marques;113/SC;36944
Senhor;João Batista Marques Canabarro;1172/SCC;32126
Suboficial QSS BMA;João Batista Martins Pereira;931/SCC;32854
Segundo-Sargento SGS;João Batista Oliveira Figueiredo;107/SC;40234
Soldado BM (DF);João Batista Oliveira Santos;107/SC;40234
Terceiro-Sargento SGS;João Batista Pereira;80/SC;39504
Senhor;João Batista Pereira;047/SCC;29606
Segundo-Sargento QSS SAD;João Batista Pereira dos Santos;161/SC;37673
Suboficial QSS SAD;João Batista Pereira Duarte;107/SC;39869
Suboficial QSS BMT;João Batista Pereira Valadão;968-A/SCC;33221
Primeiro-Sargento de Infantaria;João Batista Piloneto;107/SC;39869
Segundo-Sargento QSS BMA;João Batista Pinheiro Lima;086/SCC;30336
Suboficial QSS SGS;João Batista Pinto Gomes;931/SCC;32854
Suboficial QSS SAD;João Batista Ranzato;1172/SCC;32126
Suboficial QSS BMT;João Batista Rebello Cabral;193/SCC;34750
Senhor;João Batista Rodrigues;2/SCGC;43836
Suboficial QSS SEL;João Batista Sousa da Silva;100/SCC;35481
Primeiro-Sargento QSS STO;João Batista Teixeira;1.659/SCGC;42725
Terceiro-Sargento QTA TAR;João Batista Terribille Filho;182/SCGC;42053
Segundo-Tenente QOEA;João Batista Veiga;193/SCC;34750
Suboficial QSS BET;João Belau;160/SCC;34409
Senhor;João Benedito de Sousa;968-A/SCC;33221
Senhor;João Benedito Harrisberger;130/SCGC;41673
Senhor;João Benedito Rodrigues;870/SCC;33592
Terceiro-Sargento SAD;João Benjamin Cavalcante Filho;80/SC;39504
Senhor;João Bernardes de Oliveira;202/SC;38035
Terceiro-Sargento QESA SGS;João Bernardino Soares Pereira;202/SC;38035
Suboficial QSS SAD;João Bezerra da Costa Filho;106/SC;39134
Suboficial QSS SMU;João Bezerra da Silva;047/SCC;29606
Suboficial (MO);João Bezerra da Silva;182/SCGC;42053
Primeiro-Sargento QSS BMA;João Borges dos Santos;58/SC;40953
Suboficial QSS SEL;João Borges Lopes;870/SCC;33592
Suboficial QSS BCO;João Bosco Brandão;870/SCC;33592
Terceiro-Sargento QSS SGS;João Bosco da Rocha;160/SCC;34409
Suboficial QSS SEL;João Bosco da Silva;048/SCC;35082
Suboficial QSS SMU;João Bosco da Silva;247/SC;38782
Suboficial SMU;João Bosco D'Assumpção;107/SC;40234
Suboficial QSS BMA;João Bosco de Azevedo;193/SCC;34750
Senhor;João Bosco de Moraes;113/SCC;36584
Suboficial QSS SEF;João Bosco de Vasconcelos Bertulino;1172/SCC;32126
Taifeiro-Mor QTA TAR;João Bosco dos Santos;931/SCC;32854
Primeiro-Sargento QSS SEL;João Bosco Gomes Salgado;1.659/SCGC;42725
Senhor;João Bosco Junqueira;968-A/SCC;33221
Suboficial QSS BMB;João Bosco Marton;1057/SCC;31401
Suboficial QSS BSP;João Bosco Pinto Viana;90/SCC;36213
Senhor;João Bosco Torres de Araújo;841/SCC;32478
Primeiro-Sargento QSS BCO;João Bragante de Souza Filho;968-A/SCC;33221
Terceiro-Sargento QTA TVA;João Caetano da Silva;98/SCC;35844
Suboficial QSS BMB;João Callegario;113/SCC;36584
Senhor;João Capistrano Rocha;193/SCC;34750
Suboficial QSS BMA;João Carlindo Bezerra da Silva;161/SC;37673
Suboficial QSS SEL;João Carlos Abreu;113/SCC;36584
Suboficial QSS BCT;João Carlos Basso;160/SCC;34409
Primeiro-Sargento QSS BMA;João Carlos Batista de Barros;107/SC;39869
Suboficial QSS SAD;João Carlos Britez;193/SCC;34750
Suboficial QSS SAD;João Carlos Carnevale;247/SC;38782
Suboficial QSS SEM;João Carlos Chaves;086/SCC;30336
Suboficial QSS SGS;João Carlos Conforto;98/SCC;35844
Suboficial QSS BMA;João Carlos Coutinho Gomes de Andrade;130/SCGC;41673
Primeiro-Sargento QSS BMA;João Carlos da Silva;113/SCC;36584
Suboficial QSS SEL;João Carlos da Silva;113/SC;36944
Terceiro-Sargento SEM;João Carlos da Silva;107/SC;40234
Primeiro-Sargento QSS SGS;João Carlos da Silva;160/SCC;34409
Primeiro-Sargento QSS STO;João Carlos da Silva Almeida;10/SCGC;43475
Suboficial QSS BET;João Carlos da Silva Campos;931/SCC;32854
Taifeiro-Mor QTA TAR;João Carlos da Silva Franco;051/SCC;34026
Suboficial QSS BFT;João Carlos da Silva Netto;841/SCC;32478
Suboficial BET;João Carlos de Melo;107/SC;40234
Suboficial QSS BMA;João Carlos de Vasconcelos Sena;202/SC;38035
Taifeiro de Primeira Classe QTA TCO;João Carlos Dias;051/SCC;34026
Senhor;João Carlos Dias;2/SCGC;43836
Suboficial QSS SAD;João Carlos do Amaral Trindade;204/SC;38405
Cabo QCB BSP;João Carlos do Prado Miller;086/SCC;30336
Senhor;João Carlos Domingos dos Santos;107/SC;39869
Suboficial QSS BEV;João Carlos Doneda;841/SCC;32478
Suboficial QSS SAD;João Carlos dos Santos;968-A/SCC;33221
Terceiro-Sargento QESA SMU;João Carlos dos Santos;130/SCGC;41673
Suboficial QSS BMT;João Carlos dos Santos Ferreira;98/SCC;35844
Suboficial QSS BMA;João Carlos Eonezava;202/SC;38035
Suboficial QSS SGS;João Carlos Ferreira Soares;106/SC;39134
Senhor;João Carlos Figueiredo da Cruz;107/SC;40234
Suboficial QSS BSP;João Carlos Gaddo Torres;841/SCC;32478
Suboficial QSS SGS;João Carlos Giovanelli;204/SC;38405
Suboficial QSS BMA;João Carlos Gomes da Silva;051/SCC;34026
Primeiro-Sargento SDE;João Carlos Gomes dos Santos;19/SCGC;44207
Primeiro-Sargento QSS SEL;João Carlos Guerra Viegas;6/SCGC;43108
Taifeiro-Mor QTA TAR;João Carlos Klug;98/SCC;35844
Taifeiro-Mor QTA TBA;João Carlos Machado;141/SC;37306
Suboficial QSS BMA;João Carlos Martins;113/SCC;36584
Primeiro-Sargento QSS SEL;João Carlos Oliveira Alvarez;182/SCGC;42053
Suboficial QSS BCO;João Carlos Pantoja Torres;107/SC;40234
Senhor;João Carlos Pereira;81/SC;40581
Primeiro-Sargento QSS SML;João Carlos Pianor;2/SCGC;43836
Suboficial QSS SAD;João Carlos Rau;870/SCC;33592
Suboficial SEM;João Carlos Reis Pontes;81/SC;40581
Suboficial QSS BEI;João Carlos Ribeiro da Silva;113/SCC;36584
Suboficial (MA);João Carlos Rocha Pereira;1.659/SCGC;42725
Segundo-Sargento QSS BFT;João Carlos Rodrigues;107/SC;39869
Senhor;João Carlos Salerno;106/SC;39134
Segundo-Sargento de Infantaria;João Carlos Santos Barata;29/SCGC;29/01/2016
Suboficial BMA;João Carlos Sequeiros de Aguiar;107/SC;40234
Suboficial QSS SAD;João Carlos Teixeira Barros;141/SC;37306
Senhor;João Carola de Souza;051/SCC;34026
Suboficial QSS SGS;João Carvalho Passos;870/SCC;33592
Cabo QCB SAD;João Celestino de Novais;051/SCC;34026
Suboficial QSS BMA;João Celso Sampaio de Sousa;107/SC;39869
Senhor;João Cereser Filho;047/SCC;29606
Segundo-Sargento QSS SAD;João Cesar Rosa de Paula;100/SCC;35481
Cabo QCB BET;João Cesar Vieira;98/SCC;35844
Cabo QCB SGS;João Cesário Freire Ribeiro;141/SC;37306
Suboficial QSS BMA;João Chaves Feijão;047/SCC;29606
Senhor;João Claudino;1194/SCC;31761
Senhor;João Cláudio Freymann;90/SCC;36213
Primeiro-Tenente QOEA;João Cláudio Santanna;1194/SCC;31761
Terceiro-Sargento QSS SAD;João Claudio Souza Santos;29/SCGC;29/01/2016
Capitão QOEA SVA ;João Clementino Gonçalves Filho;160/SCC;34409
Primeiro-Sargento QSS BMA;João Cleni Kath Figueiredo;931/SCC;32854
Taifeiro de Segunda Classe QTA TVA;João Clóvis de Brito;1813/SCC;31036
Primeiro-Sargento QSS SGS;João Coacir Uchoa Barreto;870/SCC;33592
Taifeiro-Mor QTA TAR;João Condé de Assis;086/SCC;30336
Primeiro-Sargento QSS BSP;João Correia Silva;116/SCC;30701
Segundo-Sargento QSS SAD;João Corte Maciel Neto;841/SCC;32478
Suboficial QSS BET;João Cotta dos Reis;116/SCC;30701
Suboficial QSS BMB;João D' Ângelo Lopes;113/SCC;36584
Senhor;João da Costa Monteiro;051/SCC;34026
Terceiro-Sargento QESA SAD;João da Silva Ferreira;204/SC;38405
Cabo QCB SAD;João de Almeida;141/SC;37306
Suboficial QSS SML;João de Deus Alves de Sousa;202/SC;38035
Terceiro-Sargento QC (PA);João de Deus Barbosa do Nascimento;092/SCC;29971
Taifeiro de Primeira Classe QTA TAR;João de Deus Navarro Filho;841/SCC;32478
Senhor;João de Deus Ribeiro;968-A/SCC;33221
Suboficial QSS BET;João de Mello Siqueira;091/SCC;29240
Senhor;João de Paula Santos;202/SC;38035
Suboficial QSS BMB;João de Sá Barreto Filho;1194/SCC;31761
Senhor;João de Souza Costa;841/SCC;32478
Terceiro-Sargento QESA SGS;João Demício Vieira;048/SCC;35082
Cabo QCB SEM;João Deraldino dos Santos;193/SCC;34750
Suboficial QSS SGS;João Domingos Ferreira;968-A/SCC;33221
Terceiro-Sargento QESA SGS;João Domingos Mazzorani;141/SC;37306
Terceiro-Sargento SAD;João Doniseti da Silva;107/SC;40234
Suboficial QSS BMA;João dos Santos Coelho;968-A/SCC;33221
Senhor;João Dutra;968-A/SCC;33221
Primeiro-Sargento QSS BMA;João Eduardo Soares Martins;106/SC;39134
Suboficial QSS BMA;João Eleutério da Costa;092/SCC;29971
Senhor;João Elias da Rosa;931/SCC;32854
Suboficial QSS SML;João Elias Sotero Lopes;113/SC;36944
Suboficial QSS BMA;João Eraldo Spitznagel;113/SC;36944
Suboficial QSS SAD;João Ermogenes Camargo;1057/SCC;31401
Senhor;João Ernesto Aranha de Araújo;931/SCC;32854
Suboficial QSS BMA;João Esmério da Silva;116/SCC;30701
Primeiro-Sargento QSS BET;João Espedito Moreira;1172/SCC;32126
Cabo QCB SAD;João Eudes Dias;086/SCC;30336
Senhor;João Eufrazino de Souza;204/SC;38405
Suboficial QSS BMA;João Eurípedes Guimarães;161/SC;37673
Suboficial QSS BEV;João Evangelista Siqueira de Castro;193/SCC;34750
Senhor;João Faria Machado;160/SCC;34409
Taifeiro de Primeira Classe QTA;João Felippe da Silva Pereira;113/SC;36944
Suboficial QSS BMA;João Fernandes;107/SC;39869
Senhor;João Fernandes da Costa;048/SCC;35082
Senhor;João Fernandes da Silva;841/SCC;32478
Senhor;João Fernandes dos Reis;870/SCC;33592
Senhor;João Fernando dos Santos;189/SC;41312
Senhor ;João Fernando Duarte Galriça;29/SCGC;29/01/2016
Senhor;João Ferreira Cruz;107/SC;39869
Senhor;João Ferreira da Silva;193/SCC;34750
Capitão QOEA FOT ;João Ferreira da Silva Júnior;98/SCC;35844
Suboficial QSS SEL;João Ferreira Gonçalves;100/SCC;35481
Cabo QCB BCO;João Flausino de Oliveira;1813/SCC;31036
Suboficial QSS BMT;João Flávio de Freitas Costa;086/SCC;30336
Capitão;João Flávio Dória Teixeira;113/SCC;36584
Primeiro-Sargento QSS BMA;João Flavio Sousa de Oliveira;29/SCGC;29/01/2016
Terceiro-Sargento QESA BCO;João Flores Telles Filho;107/SC;39869
Suboficial QSS BCO;João Florscuk;092/SCC;29971
Senhor;João Fontes Santana;841/SCC;32478
Suboficial QSS SGS;João Francisco da Silveira Goes;189/SC;41312
Cabo QCB SEM;João Francisco de Marcelo;113/SCC;36584
Suboficial QSS SML;João Francisco de Melo Filho;1172/SCC;32126
Segundo-Sargento QSS SAD;João Francisco de Oliveira Tebaldi;1057/SCC;31401
Terceiro-Sargento QESA SAD;João Francisco dos Reis;189/SC;41312
Segundo-Sargento QSS SGS;João Francisco Leitão;202/SC;38035
Senhor;João Francisco Leite Filho;107/SC;39869
Terceiro-Sargento QSS SAD;João Francisco Lima Ribeiro;202/SC;38035
Suboficial QSS SMU;João Francisco Marano;58/SC;40953
Suboficial QSS BET;João Francisco Rojas;1194/SCC;31761
Suboficial QSS BMA;João Gabriel Campos Neto;160/SCC;34409
Segundo-Sargento QSS SAD;João Gabriel Kmiciak dos Santos Gonçalves;2/SCGC;43836
Suboficial QSS SAD;João Geraldo Carvalho da Silva;051/SCC;34026
Cabo QCB SGS;João Geraldo Ferreira Brandão;931/SCC;32854
Senhor;João Germano Costa Travizanutto;931/SCC;32854
Senhor;João Gibson Braga Cordeiro;110/SCC;29248
Primeiro-Sargento QSS BMA;João Gilberto Allysson dos Santos Pereira;189/SC;41312
Suboficial QSS BCT;João Gilberto dos Santos;161/SC;37673
Suboficial QSS SAD;João Godinho;086/SCC;30336
Terceiro-Sargento QSS BCT;João Gomes da Silva Neto;116/SCC;30701
Suboficial QSS BMA;João Gomes Duarte;968-A/SCC;33221
Suboficial QSS BSP;João Gomes Pereira;051/SCC;34026
Senhor;João Gonçalves;091/SCC;29240
Senhor;João Gonçalves Cardoso;107/SC;40234
Suboficial QSS BCT;João Gonçalves Costa;113/SC;36944
Segundo-Sargento QSS SAD;João Gonçalves dos Santos Neto;204/SC;38405
Primeiro-Sargento (CA);João Guedes de Moura;107/SC;40234
Capitão QOEA;João Guido de Menezes;1172/SCC;32126
Suboficial QSS BMA;João Guilherme da Silva Almeida;870/SCC;33592
Primeiro-Sargento QSS BMA;João Guimarães Campos Neto;182/SCGC;42053
Segundo-Sargento QSS SAD;João Gutemberg de Sousa;2/SCGC;43836
Terceiro-Sargento TAR;João Helder Costa de Melo;107/SC;40234
Suboficial QSS BET;João Henrique;100/SCC;35481
Primeiro-Sargento QSS BMB;João Henrique Blume;141/SC;37306
Primeiro-Sargento de Aviação/Manutenção;João Henrique Coelho da Silva;80/SC;39504
Segundo-Sargento QSS BSP;João Henrique da Silva Barbosa;130/SCGC;41673
Suboficial QSS SGS;João Henrique de Santa Rosa Figueiredo;106/SC;39134
Senhor;João Henrique Gouveia;107/SC;39869
Suboficial QSS BMB;João Henrique Schoffen;968-A/SCC;33221
Suboficial QSS BCO;João Henrique Terbeck Sobrinho;051/SCC;34026
Suboficial QSS BMA;João Hitoshi Ohara;1813/SCC;31036
Capitão QOEA SVE;João Inácio da Silva;968-A/SCC;33221
Suboficial QSS SAD;João Inácio Moraes Fonseca;161/SC;37673
Suboficial QSS SAD;João Incheglu;051/SCC;34026
Senhor;João Jackson Bandeira Coelho;110/SCC;29248
Suboficial QSS BMA;João Jeronimo Gamboa de Santana;58/SC;40953
Primeiro-Sargento QSS BMT;João Jonathas Chaves Maia;092/SCC;29971
Suboficial QSS BMA;João Jorge Flach;160/SCC;34409
Suboficial QSS BET;João Jorge Sarto Neto;106/SC;39134
Suboficial QSS SEM;João Jorge Slongo de Campos;58/SC;40953
Suboficial QSS BCO;João José Carvalho Fernandes;29/SCGC;29/01/2016
Suboficial QSS BMA;João José de Faria;047/SCC;29606
Suboficial (MA);João José Machado Filho;247/SC;38782
Suboficial QSS BMB;João José Maria Campiolo;048/SCC;35082
Terceiro-Sargento QESA BEP;João José Torres Maia;107/SC;39869
Primeiro-Sargento QSS SGS;João Josei dos Santos;10/SCGC;43475
Suboficial QSS BMA;João Karas Neto;110/SCC;29248
Suboficial QSS BEI;João Lazaro Prodanov;90/SCC;36213
Senhor;João Ledes dos Santos;1813/SCC;31036
Terceiro-Sargento QC (SE);João Lessa Porto;1057/SCC;31401
Terceiro-Sargento QE;João Lira Lima;81/SC;40581
Senhor;João Lisboa dos Santos;1172/SCC;32126
Suboficial BMT;João Lopes Barbosa Filho;80/SC;39504
Taifeiro-Mor QTA TAR;João Luca;931/SCC;32854
Suboficial QSS BET;João Luis Beiral Forni;106/SC;39134
Segundo-Sargento TCO;João Luis de Almeida;81/SC;40581
Primeiro-Sargento QSS BSP;João Luis Peixoto Pimentel;1.659/SCGC;42725
Suboficial QSS SGS;João Luiz Alves;160/SCC;34409
Suboficial QSS BEI;João Luiz Baltazar Alves;182/SCGC;42053
Primeiro-Sargento QSS BCT;João Luiz Barbosa da Silva;29/SCGC;29/01/2016
Suboficial QSS BCO;João Luiz de Andrade;98/SCC;35844
Suboficial QSS BEI;João Luiz de Andrade da Silva;98/SCC;35844
Taifeiro-Mor QTA TAR;João Luiz de Aquino;1194/SCC;31761
Primeiro-Sargento QTA TAR;João Luiz de Barros Neto;58/SC;40953
Suboficial QSS BMA;João Luiz de Carvalho Melo;113/SC;36944
Taifeiro-Mor QTA TCO;João Luiz de Lima;092/SCC;29971
Suboficial QSS BEI;João Luiz de Menezes Filho;58/SC;40953
Suboficial QSS BFT;João Luiz Fadu Saber;189/SC;41312
Terceiro-Sargento QESA SGS;João Luiz Ferreira;247/SC;38782
Suboficial QSS BMA;João Luiz Ferreira Medeiros;6/SCGC;43108
Suboficial QSS SEM;João Luiz Ferreira Santos;047/SCC;29606
Terceiro-Sargento SAD;João Luiz Gomes Martins;81/SC;40581
Suboficial QSS BMA;João Luiz Gomes Rosa;048/SCC;35082
Terceiro-Sargento QESA SAD;João Luiz Grijó Figueiredo;051/SCC;34026
Primeiro-Sargento QSS BSP;João Luiz Martins da Silva;160/SCC;34409
Suboficial QSS BEP;João Luiz Mendes da Silva;29/SCGC;29/01/2016
Suboficial QSS BMA;João Luiz Monteiro Guimarães;204/SC;38405
Primeiro-Sargento SAD;João Luiz Moreira da Silva;80/SC;39504
Suboficial QSS SAD;João Luiz Oliveira da Rosa;841/SCC;32478
Suboficial QSS BMA;João Luiz Pereira;841/SCC;32478
Suboficial QSS BCO;João Luiz Teixeira dos Santos;106/SC;39134
Segundo-Sargento QSS STO;João Macedo Silveira;870/SCC;33592
Primeiro-Sargento QSS SAD;João Manoel da Silva;1194/SCC;31761
Suboficial QSS BEV;João Marcelo Rimes Azevedo;29/SCGC;29/01/2016
Primeiro-Sargento SAD;João Marcos Carvalho dos Santos;81/SC;40581
Suboficial QSS SAD;João Marcos da Silva Maximiano;107/SC;39869
Suboficial QSS SGS;João Marcos de Medeiros;106/SC;39134
Primeiro-Sargento QSS SAD;João Maria Câmara Bezerra;1813/SCC;31036
Suboficial RM1 (ET);João Maria De Lima Lucio;1.659/SCGC;42725
Primeiro-Sargento;João Maria Diniz;130/SCGC;41673
Terceiro-Sargento QSS SGS;João Maria dos Santos;161/SC;37673
Primeiro-Sargento QSS BCO;João Maria Oliveira de Azevedo;182/SCGC;42053
Subtenente de Comunicações;João Maria Saldanha;130/SCGC;41673
Suboficial QSS SAD;João Marlos Foggiato;968-A/SCC;33221
Suboficial QSS BMB;João Mateus da Costa Neto;1057/SCC;31401
Primeiro-Sargento QSS SEF;João Maurício da Silva;968-A/SCC;33221
Segundo-Sargento QSS BSP;João Maurício Landim Silveira;202/SC;38035
Senhor;João Maurício Lins Costa Mac-Culloch;10/SCGC;43475
Suboficial QSS SGS;João Merces Filho;2/SCGC;43836
Primeiro-Tenente QOEA;João Mesquita Neto;1194/SCC;31761
Primeiro-Sargento SAD;João Milton Brum da Rocha Filho;81/SC;40581
Senhor;João Miranda;091/SCC;29240
Senhor;João Miranda do Nascimento;091/SCC;29240
Suboficial QSS BEP;João Moreira;116/SCC;30701
Suboficial QSS BEI;João Mota Luna;29/SCGC;29/01/2016
Segundo-Sargento QSS BCO;João Muniz Barreto Neto;116/SCC;30701
Suboficial QSS SGS;João Nabor Siqueira;091/SCC;29240
Suboficial QSS SMU;João Nunes da Silva;051/SCC;34026
Terceiro-Sargento QESA SAD;João Nunes da Silva Filho;106/SC;39134
Taifeiro de Segunda Classe QTA TCO;João Nunes de Souza;1813/SCC;31036
Suboficial QSS BMA;João Olívio de Sousa;247/SC;38782
Senhor;João Orlando da Silveira;160/SCC;34409
Suboficial QSS SEL;João Paula Dias Filho;051/SCC;34026
