QUALIFICAÇÃO;NOME;PORTARIA;DATA
Segundo-Sargento QSS BET;Cristiane da Costa Pereira Magalhães;182/SCGC;42053
Senhora;Cristiane da Silva Mesquita;193/SCC;34750
Segundo-Sargento SAD;Cristiane de Oliveira do Nascimento;107/SC;40234
Suboficial QFG STO;Cristiane dos Anjos Alves de Oliveira;58/SC;40953
Primeiro-Sargento SAD;Cristiane Globa Dutton do Amaral;19/SCGC;44207
Primeiro-Sargento QSS SEF;Cristiane Gomes De Castro;1.659/SCGC;42725
Primeiro-Sargento BEV;Cristiane Gomes Paulino;19/SCGC;44207
Suboficial QFG SAD;Cristiane Mara Borges Fernandes;80/SC;39504
Primeiro-Sargento QSS SAD;Cristiane Maria Lemes Pereira;29/SCGC;29/01/2016
Suboficial SAD;Cristiane Rebouças Felix;80/SC;39504
Terceiro-Sargento SAD;Cristiano Araújo Campos;81/SC;40581
Suboficial QSS BMA;Cristiano Araujo Chaves;29/SCGC;29/01/2016
Segundo-Sargento SAD;Cristiano Barbosa dos Santos;80/SC;39504
Primeiro-Sargento QSS SGS;Cristiano Chrzanowski;10/SCGC;43475
Suboficial QSS SML;Cristiano Dantas Mesquita;182/SCGC;42053
Terceiro-Sargento de Engenharia;Cristiano de Sousa Coutinho;80/SC;39504
Suboficial QSS BMT;Cristiano de Souza e Silva Concas;182/SCGC;42053
Suboficial QSS SGS;Cristiano Delgado Cerchi;80/SC;39504
Senhor;Cristiano Girundi Belchior;19/SCGC;44207
Taifeiro de Primeira Classe QTA TAR;Cristiano Gomes de Lima;968-A/SCC;33221
Primeiro-Sargento BSP;Cristiano Gomes do Amaral;19/SCGC;44207
Primeiro-Sargento QSS SMU;Cristiano Henrique Bencke;6/SCGC;43108
Primeiro-Sargento BCT;Cristiano José Pinto;81/SC;40581
Suboficial BEV;Cristiano Leite da França;19/SCGC;44207
Primeiro-Sargento QSS SAD;Cristiano Lira Rosa;29/SCGC;29/01/2016
Subtenente de Cavalaria;Cristiano Marchi Ferreira;19/SCGC;44207
Segundo-Sargento QSS BMA;Cristiano Marques de Lucena;182/SCGC;42053
Senhor;Cristiano Monteiro Bastos Fayer;130/SCGC;41673
Suboficial (AV-MV);Cristiano Muniz dos Santos;2/SCGC;43836
Segundo-Sargento QSS SGS;Cristiano Pessanha da Silva;130/SCGC;41673
Terceiro-Sargento (FN-EG);Cristiano Pires da Silva;6/SCGC;43108
Primeiro-Sargento QSS BCO;Cristiano Silveira Dos Santos;1.659/SCGC;42725
Primeiro-Sargento QTA TAR;Cristiano Soares Mallmann;247/SC;38782
Suboficial QFG SAD;Cristina Correa Ribeiro;189/SC;41312
Suboficial SAD;Cristina Cruz Gonçalves Rosa;107/SC;40234
Senhora;Cristina Gonçalves da Silva;245/SC;37693
Primeiro-Sargento QSS SAD;Cristina Lassaval Bulcão;29/SCGC;29/01/2016
Senhora;Cristina Rizete Pontes Abreu;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Cristina Sofia Mignac;1.659/SCGC;42725
Primeiro-Sargento QSS SAD;Cristina Teixeira da Silva;10/SCGC;43475
Segundo-Sargento QSS SGS;Cristopher Soffiatti Pizoni;2/SCGC;43836
Cabo QCB SEM;Cristovam Antonio Viveiros Lima;189/SC;41312
Primeiro-Sargento QSS BMA;Cristovam Chaves Costa;193/SCC;34750
Cabo QCB SAD;Cristovan Alvares Cabral;116/SCC;30701
Terceiro-Sargento QESA SAD;Cristovão José de Souza;204/SC;38405
Senhor;Cristovão Mathias;091/SCC;29240
Suboficial QSS BSP;Cristóvão Piva;841/SCC;32478
Suboficial QSS BMA;Custódio Henrique de Azevedo Santos;113/SC;36944
Senhora;Cynira Monteiro Ribeiro da Silva;047/SCC;29606
Senhor;Cyro Gonçalves Leite Filho;047/SCC;29606
Suboficial QSS BET;Dacio Lisboa da Fonseca Neto;100/SCC;35481
Terceiro-Sargento QC (BO);Dagnor Rezende Silva;047/SCC;29606
Taifeiro de Primeira Classe QTA TAR;Dagnor Rezende Silva Filho;048/SCC;35082
Suboficial QSS BCO;Dagoberto Campos;051/SCC;34026
Suboficial QSS BCO;Dagoberto César Reis da Silva;931/SCC;32854
Primeiro-Sargento de Cavalaria;Dagoberto Ferraz da Rocha;58/SC;40953
Segundo-Sargento QSS SEL R/1;Dagoberto Mendes;182/SCGC;42053
Suboficial QSS BMA;Dagoberto Monteiro Júnior;1813/SCC;31036
Segundo-Sargento SAD;Daiane de Souza Sotero;19/SCGC;44207
Suboficial QSS BMA;Dailto Machado Ventura;092/SCC;29971
Suboficial (AV-VN);Dalberto Lima Ribeiro;2/SCGC;43836
Suboficial BMA;Dalecio Feliciano Lourenço;80/SC;39504
Cabo QCB SGS;Dalmi Nunes da Silva;870/SCC;33592
Suboficial QSS SDE;Dalmo Emanoel Fraga Guimarães;051/SCC;34026
Senhor;Dalmo Jorge Lima Palmeira;58/SC;40953
Suboficial BCO;Dalson Trigueiro Lima;19/SCGC;44207
Suboficial QSS BEI;Dalton Cidade Marinho;193/SCC;34750
Subtenente de Material Bélico;Dalton da Costa Leite Filho;107/SC;40234
Cabo QCB BSP;Daltro Ribeiro Costa;182/SCGC;42053
Suboficial QSS BMA;Daltro Spier;1057/SCC;31401
Suboficial QSS SML;Daltro Teles de Oliveira;160/SCC;34409
Suboficial QFG SAD;Dalva de Souza;204/SC;38405
Senhora;Dalva Ferreira;051/SCC;34026
Senhor;Dalvo Rodrigues dos Santos;1813/SCC;31036
Segundo-Tenente QOEA;Damário Pereira de Araújo;1194/SCC;31761
Senhor;Damásio Conceição dos Santos;100/SCC;35481
Primeiro-Sargento QSS SAD;Damião Cardozo Ferreira;048/SCC;35082
Suboficial QSS SAD;Damião Fernandes De Castro;1.659/SCGC;42725
Suboficial QSS SAD;Damião Pinheiro Paulino;90/SCC;36213
Primeiro-Sargento SEF;Daniege Nunes Azambuja;81/SC;40581
Primeiro-Sargento QSS SMU;Daniel Abreu dos Santos;6/SCGC;43108
Primeiro-Sargento QSS SGS;Daniel Afonso de Sousa;247/SC;38782
Suboficial QSS BMA;Daniel Alves dos Reis Filho;202/SC;38035
Segundo-Sargento QSS BCO;Daniel Anselmo Barreto Santos;10/SCGC;43475
Major Intendente;Daniel Augusto Cavalcante;113/SCC;36584
Terceiro-Sargento QTA TAR;Daniel Augusto Miranda;182/SCGC;42053
Suboficial QSS BCT;Daniel Bonas;90/SCC;36213
Cabo QCB SAD;Daniel Braz de Araújo;1813/SCC;31036
Suboficial QSS SAD;Daniel Brito Rodrigues;931/SCC;32854
Suboficial QSS SAD;Daniel Cândido Elias;90/SCC;36213
Cabo QCB SAD;Daniel Corrêa;160/SCC;34409
Taifeiro de Primeira Classe QTA TAR;Daniel Corrêa da Silva;1194/SCC;31761
Suboficial QSS BMA;Daniel Cuba dos Santos;247/SC;38782
Primeiro-Sargento QSS SAD;Daniel da Silva Costa;2/SCGC;43836
Segundo-Sargento QSS SOB;Daniel da Silva Franco;1057/SCC;31401
Suboficial QSS SEL;Daniel da Silva Olsever;98/SCC;35844
Segundo-Sargento SEL;Daniel da Silva Sales;19/SCGC;44207
Primeiro-Sargento QSS SGS;Daniel de Albuquerque Velozo;161/SC;37673
Segundo-Tenente QOEA;Daniel de Azevedo Alves;047/SCC;29606
Terceiro-Sargento QSS SAD;Daniel de Oliveira Chagas;6/SCGC;43108
Suboficial QSS BSP;Daniel de Oliveira Santiago;1172/SCC;32126
Suboficial QSS BET;Daniel de Souza Seara;160/SCC;34409
Senhor;Daniel Dias;113/SC;36944
Senhor;Daniel do Nascimento;1813/SCC;31036
Primeiro-Sargento BMB;Daniel do Nascimento Ribeiro;19/SCGC;44207
Senhor;Daniel Dorival Alvarenga;048/SCC;35082
Suboficial QSS SAD;Daniel dos Santos da Silveira;189/SC;41312
Primeiro-Sargento QSS BCT;Daniel dos Santos Fernandes;161/SC;37673
Senhor;Daniel Ferreira da Conceição;086/SCC;30336
Cabo QCB SAD;Daniel Ferreira dos Santos;193/SCC;34750
Terceiro-Sargento QSS BCO;Daniel Ferreira dos Santos;6/SCGC;43108
Capitão QOEA SVA;Daniel Figueiredo Gusmão;931/SCC;32854
Terceiro-Sargento QESA SAD;Daniel Francisco Dias;182/SCGC;42053
Primeiro-Sargento BCT;Daniel Fratti da Luz;19/SCGC;44207
Primeiro-Sargento SGS;Daniel Frederico de Jesus;19/SCGC;44207
Primeiro-Tenente QCOA;Daniel Gomes e Silva;100/SCC;35481
Suboficial SPV;Daniel Gomes Maia;107/SC;40234
Subtenente de Infantaria;Daniel Henrique Christmann;1.659/SCGC;42725
Suboficial QSS BET;Daniel José Leite Farias;10/SCGC;43475
Suboficial QSS SOB;Daniel Leite da Silva e Souza;968-A/SCC;33221
Terceiro-Sargento QSS SAD;Daniel Lemes da Silva;58/SC;40953
Suboficial QSS SGS;Daniel Márcio Molina;161/SC;37673
Primeiro-Sargento QSS BEI;Daniel Mendes Suchorski;113/SCC;36584
Cabo QCB BSP;Daniel Messias da Rosa;870/SCC;33592
Suboficial BEI;Daniel Miranda Monteiro;81/SC;40581
Suboficial QSS SEL;Daniel Moreira da Cunha;116/SCC;30701
Senhor;Daniel Nunes da Fonseca;968-A/SCC;33221
Primeiro-Sargento QSS SGS;Daniel Oliveira dos Santos;113/SC;36944
Primeiro-Sargento QSS SAD;Daniel Oliveira dos Santos;193/SCC;34750
Primeiro-Sargento SOB;Daniel Pereira Simões;19/SCGC;44207
Senhor;Daniel Pires de Moraes;1813/SCC;31036
Terceiro-Sargento QSCON TES;Daniel Rezende Xavier;1.659/SCGC;42725
Suboficial QSS SEL;Daniel Ribeiro dos Santos;161/SC;37673
Senhor;Daniel Ribeiro Lemos;2/SCGC;43836
Suboficial QSS BEI;Daniel Ricardo Pryjma;58/SC;40953
Segundo-Sargento QSS SAD;Daniel Rodrigues Roos;29/SCGC;29/01/2016
Suboficial QSS BCO;Daniel Santana da Silva;98/SCC;35844
Suboficial BMA;Daniel Silva de Souza;81/SC;40581
Senhor;Daniel Simão Alves de Lima;130/SCGC;41673
Segundo-Sargento QSS BSP;Daniel Sousa Araújo Filho;202/SC;38035
Segundo-Sargento QSS SGS;Daniel Vieira da Silveira;10/SCGC;43475
Primeiro-Sargento QSS SAD;Daniela do Sacramento Silva;6/SCGC;43108
Segundo-Sargento QSS BET;Daniela Ribeiro de Carvalho;6/SCGC;43108
Segundo-Sargento QSS SAD;Daniela Rodrigues Jorge;29/SCGC;29/01/2016
Senhora;Daniela Silva Rezende;10/SCGC;43475
Primeiro-Sargento QSS SAD;Daniele Cristine Leon Machado Mendes;182/SCGC;42053
Primeiro-Sargento QSS SEL;Daniele Cruz de Queiroz Assis;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Daniele dos Santos Moreira da Cruz;130/SCGC;41673
Segundo-Sargento QSS SAD;Daniele Ferreira De Souza;1.659/SCGC;42725
Primeiro-Sargento QSS SPV;Daniele Henrique Brand;10/SCGC;43475
Segundo-Sargento BET;Daniele Lima da Conceição Freitas;81/SC;40581
Primeiro-Sargento QSS SEF;Daniele Mota Coelho Dias;2/SCGC;43836
Primeiro-Sargento QSS BET;Daniele Muniz Medim da Silva;10/SCGC;43475
Primeiro-Sargento QSS SEF;Daniele Nunes Azambuja;10/SCGC;43475
Segundo-Sargento SAD;Daniele Sampaio da Silva;19/SCGC;44207
Senhora;Daniella de Sousa Moraes;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Danielle Cristina de Souza;6/SCGC;43108
Segundo-Sargento SAD;Danielle dos Santos Assunção;19/SCGC;44207
Primeiro-Sargento QSS SLB;Danielle José de Cerqueira Lopes;10/SCGC;43475
Primeiro-Sargento QSS SGS;Danilo Aguirre;968-A/SCC;33221
Suboficial QSS SOB;Danilo da Silva Carneiro;092/SCC;29971
Suboficial QSS BMA;Danilo da Silva Luna Cavalcante;841/SCC;32478
Senhor;Danilo Dantas de Lima;968-A/SCC;33221
Suboficial QSS BMA;Danilo de Oliveira Ragone;202/SC;38035
Primeiro-Sargento QSS SGS;Danilo Duarte Coutinho;1.659/SCGC;42725
Suboficial QSS SMU;Danilo Dutra Fonseca Oliveira;90/SCC;36213
Segundo-Sargento TAR ;Danilo Guimarães de Oliveira;204/SC;38405
Suboficial QSS BMA;Danilo Lima Silva;841/SCC;32478
Suboficial QSS BMA;Danilo Napoleão de Assis;116/SCC;30701
Primeiro-Sargento SAD;Danilo Oliveira Silva;19/SCGC;44207
Suboficial (Itália);Danilo Rengucci;160/SCC;34409
Suboficial QSS BEP;Danival Campos Nogueira;247/SC;38782
Segundo-Sargento QTA TCO;Dannilo Santiago de Queiroz Lima;10/SCGC;43475
Primeiro-Sargento BCO;Dante Cordeiro de Souza Junior;81/SC;40581
Cabo QCB SAD;Dante Gregório de Carvalho;100/SCC;35481
Senhora;Danuzia Ferreira Curi;048/SCC;35082
Suboficial SOB;Darc Antonio da Cunha Mattos;81/SC;40581
Senhor;Darci dos Santos;90/SCC;36213
Terceiro-Sargento R/1;Darci Duarte da Costa;58/SC;40953
Suboficial QSS BET;Darci Gomes Cardoso;202/SC;38035
Taifeiro-Mor QTA TBA;Darci Maggio;160/SCC;34409
Primeiro-Sargento QSS SAD;Darci Rogério Pereira Lahra;202/SC;38035
Primeiro-Sargento QSS BSP;Darci Silva de Araújo;160/SCC;34409
Primeiro-Tenente QOEA ARM;Darcio de Faria;106/SC;39134
Segundo-Tenente QAO;Darcizalem José Gonçalves;113/SC;36944
Suboficial QSS BMT;Darcy Banci;193/SCC;34750
Senhora;Darcy Bichara;141/SC;37306
Terceiro-Sargento QC (DT);Darcy Coelho da Silva;092/SCC;29971
Primeiro-Tenente QOEA;Darcy de Mello;092/SCC;29971
Segundo-Tenente QOEA SVE;Darcy Enderson Gusmão Baraldo;247/SC;38782
Suboficial QSS SMU;Darcy Fraga Bitencourt;1813/SCC;31036
Senhor;Darcy José dos Santos;1172/SCC;32126
Senhor;Darcy Pereira;048/SCC;35082
Senhora;Darcy Souza da Silva;110/SCC;29248
Senhora;Darcyra Abrahão Pitz;968-A/SCC;33221
Primeiro-Sargento de Infantaria;Dari Paulino Carlos Filho;80/SC;39504
Primeiro-Sargento QSS BET;Dariele Elisa Reis Breginski;2/SCGC;43836
Suboficial QSS BET;Daril Garcia Rubio;870/SCC;33592
Cabo;Dario Alexis Molina Salsamendi;130/SCGC;41673
Suboficial QSS BCO;Dario Casado Tavares;841/SCC;32478
Cabo QCB BSP;Dario Coppa;160/SCC;34409
Segundo-Sargento QSS SGS;Dário de Oliveira Rodrigues;107/SC;40234
Suboficial QSS SEF;Dário dos Santos Dias;202/SC;38035
Suboficial QSS SAD;Dario Leonel Pires;047/SCC;29606
Senhor;Dário Luiz Trindade;1813/SCC;31036
Primeiro-Sargento de Cavalaria;Dario Sérgio da Silva Pereira;141/SC;37306
Doutor;Dario Umbelino Tavares;116/SCC;30701
Terceiro-Sargento de Infantaria;Darlan Andrade do Nascimento;80/SC;39504
Cabo QCB BMA;Darlan da Silva;931/SCC;32854
Primeiro-Sargento QSS SEL;Darlan dos Santos Moraes;202/SC;38035
Terceiro-Sargento QSCON TES;Darlan Romani;1.659/SCGC;42725
Suboficial BCT;Darlan Sobreira Guedes;19/SCGC;44207
Suboficial QFG SEF;Darlene Neves Ferreira Maia;189/SC;41312
Suboficial QSS BMA;Darly Pontes de Macedo;086/SCC;30336
Suboficial QSS SAD;Darwin Lúcio Gonçalves;051/SCC;34026
Primeiro-Sargento QSS BSP;Darwin Schmidtke Gallarreta da Rosa;6/SCGC;43108
Suboficial BET;Dauri Batista Braga;81/SC;40581
Senhora;Dausa Borges;1172/SCC;32126
Suboficial QSS BSP;Daveron Palacio Vanini;193/SCC;34750
Segundo-Sargento QSS BMA;Davi Antonio Pinheiro Bibas;107/SC;39869
Primeiro-Sargento QSS SEF;Davi Costa Vieira;106/SC;39134
Primeiro-Sargento QSS BMA;Davi da Silva Machado;2/SCGC;43836
Cabo QCB SAD;Davi da Silva Nascimento;182/SCGC;42053
Segundo-Sargento QSS SAD;Davi da Silva Peregrina;106/SC;39134
Primeiro-Sargento BMA;Davi de França Ribeiro;19/SCGC;44207
Primeiro-Sargento QSS BMT;Davi de Souza Costa;100/SCC;35481
Segundo-Sargento QSS SGS;Davi do Nascimento Paulo;6/SCGC;43108
Suboficial QSS BCO;Davi dos Santos Lubas;113/SCC;36584
Suboficial QSS BMA;Davi Galdino da Silva;90/SCC;36213
Suboficial QSS BCO;Davi Gonçalves de Macedo;106/SC;39134
Suboficial QSS BCO;Davi Minozzo Reolon;98/SCC;35844
Segundo-Tenente QOEA SVM;Davi Moreira da Costa;90/SCC;36213
Segundo-Sargento SCF;Davi Neckel;80/SC;39504
Primeiro-Sargento QSS BMA;Davi Palodetti;1172/SCC;32126
Primeiro-Sargento BMA;Davi Rodrigues Patoleia;19/SCGC;44207
Primeiro-Sargento QSS SAD;Davi Rosa Reis;182/SCGC;42053
Segundo-Sargento QSS SAD;Davi Sampaio dos Santos;182/SCGC;42053
Suboficial QSS BCO;Davi Santana da Silva;048/SCC;35082
Suboficial BMB;Davi Tasqueto Bolzan;81/SC;40581
Primeiro-Sargento QTA TCO;Davi Vianna de Almeida;182/SCGC;42053
Suboficial QSS SAD;Davi Vieira Rodrigues;90/SCC;36213
Primeiro-Sargento QSS SGS;David Cassiano e Silva;091/SCC;29240
Suboficial QSS BMA;David Cavalcanti Bezerra;58/SC;40953
Suboficial QSS BMA;David Coelho de Mendonça;58/SC;40953
Primeiro-Sargento QSS SAD;David de Paula;107/SC;39869
Primeiro-Sargento QSS SIN;David de Souza França;2/SCGC;43836
Suboficial (AV-VN);David de Souza Moreira;2/SCGC;43836
Suboficial QSS BEP;David Dias Ferreira Filho;051/SCC;34026
Segundo-Sargento QSS SAD;David Eduardo Almeida Mascarenhas;1057/SCC;31401
Primeiro-Sargento QSS BMA;David Figueiredo da Gama;193/SCC;34750
Terceiro-Sargento QSS SAD;David Helbert Lima Martins;6/SCGC;43108
Cabo QCB SAD;David Jonatas Kloss;100/SCC;35481
Senhor;David Karatanasov;048/SCC;35082
Suboficial QSS SMU;David Lameira Ferreira da Silva;182/SCGC;42053
Terceiro-Sargento QTA TAR;David Machado de Souza;161/SC;37673
Terceiro-Sargento QESA SEM;David Monteiro Silva;161/SC;37673
Segundo-Sargento SAD;David Neviton Moreira Carneiro;19/SCGC;44207
Suboficial QSS SGS;David Nunes;1057/SCC;31401
Suboficial QSS BMA;David Pereira da Silva;29/SCGC;29/01/2016
Taifeiro-Mor QTA TAR;David Resende Filho;160/SCC;34409
Segundo-Sargento QSS BMA;David Roberto de Oliveira Silva;189/SC;41312
Soldado de Primeira Classe;David Rosal Gabriel;247/SC;38782
Terceiro-Sargento QSS STA;David Sidrônio dos Santos;160/SCC;34409
Cabo QCB SEM;David Simões da Silva;247/SC;38782
Suboficial QSS BSP;Davidson da Silva Marques;107/SC;39869
Segundo-Sargento PM (DF);Davino Alves Cavalcante;051/SCC;34026
Primeiro-Sargento QSS SAD;Davis Torres de Araújo;202/SC;38035
Primeiro-Sargento BCO;Dawesley Ricardo de Lima;107/SC;40234
Senhora;Dayse Monteiro de Carvalho Santos;247/SC;38782
Suboficial SCF;Dázio da Motta Filho;81/SC;40581
Segundo-Sargento QSS SAD;Débora Oliveira Brilhante da Costa;182/SCGC;42053
Segundo-Sargento QSS SAD;Débora Oliveira Weitzel;10/SCGC;43475
Senhora;Deborah Marzulo;141/SC;37306
Terceiro-Sargento QESA SEF;Decio Araujo dos Santos;10/SCGC;43475
Primeiro-Sargento QSS BSP;Décio Cavalca de Castro;1057/SCC;31401
Primeiro-Sargento QSS BMA;Décio Conceição;968-A/SCC;33221
Suboficial QSS SAD;Décio de Melo Petrocchi;086/SCC;30336
Suboficial QSS BEI;Décio de Oliveira Souza;98/SCC;35844
Primeiro-Sargento QSS BSP;Décio Ferreira Maia;116/SCC;30701
Suboficial QSS SEM;Decio Larssen;58/SC;40953
Segundo-Sargento QSS SAD;Décio Moreira dos Santos;113/SC;36944
Suboficial QSS BET;Décio Nunes de Oliveira;90/SCC;36213
Capitão QOEA SVE;Decio Schettert;193/SCC;34750
Terceiro-Sargento QESA BSP;Décio Seraine da Silva;931/SCC;32854
Senhor;Decio Vieira Mello;100/SCC;35481
Suboficial QSS SGS;Degercy Barbosa da Silva;091/SCC;29240
Suboficial QSS SAD;Deir de Oliveira Cruvinel;80/SC;39504
Senhora;Deise Dutton Rodrigues Alves;2/SCGC;43836
Senhora;Deise Moreira Rosa Nascimento;58/SC;40953
Primeiro-Sargento (CL);Deise Simões dos Santos;130/SCGC;41673
Primeiro-Sargento QSS SGS;Deividy De Melo Rosa;1.659/SCGC;42725
Senhora;Deize Mary Cavalcante;80/SC;39504
Suboficial SEL;Dejael Barbosa da Silva;80/SC;39504
Primeiro-Sargento QSS BMA;Dejair Alves De Barros;1.659/SCGC;42725
Suboficial QSS BEI;Dejair Borges;90/SCC;36213
Suboficial QSS SAD;Dejair de Azevedo Fernandes Júnior;161/SC;37673
Primeiro-Tenente QOEA;Dejair Pereira Iung;98/SCC;35844
Suboficial QSS SGS;Delanei Luiz Dias;1194/SCC;31761
Suboficial QSS SGS;Delanei Luiz Dias Filho;6/SCGC;43108
Suboficial QSS SAD;Délcio Cardoso;051/SCC;34026
Suboficial QSS SAD;Delcio Joaquim da Silva;202/SC;38035
Subtenente Material Bélico;Delcio Pivetta;6/SCGC;43108
Senhor;Délcio Ribeiro da Silva;931/SCC;32854
Suboficial QSS BFT;Délcio Silvério dos Santos Filho;247/SC;38782
Segundo-Sargento QTA TBA;Delcy Matos da Silva;113/SC;36944
Senhor;Delfino Silvestre da Silva;98/SCC;35844
Senhora;Delhi Freire da Silva Chaves;1172/SCC;32126
Senhora;Deliah Sibille Knarr;1.659/SCGC;42725
Suboficial QSS BSP;Délio Carlos José Biagioni;047/SCC;29606
Suboficial QSS SAD;Délio Nunes de Oliveira;968-A/SCC;33221
Suboficial QSS BET;Délio Pinto Ribeiro;047/SCC;29606
Primeiro-Sargento de Infantaria;Deliomar Pereira Correa;10/SCGC;43475
Senhora;Delma Cristina Pereira da Silva de Sousa;107/SC;39869
Suboficial QFG SAD;Delma Ferreira de Souza;202/SC;38035
Segundo-Sargento QSS SAD;Delmar Edi Martin;113/SC;36944
Suboficial QSS SEL;Delmar Gomes Neto;968-A/SCC;33221
Capitão QOEA;Delmar Monteiro;1057/SCC;31401
Terceiro-Sargento;Delmir Quintella;81/SC;40581
Senhora;Delmira Del Carmen Novoa Novoa (Chile);2/SCGC;43836
Primeiro-Sargento QSS SMU;Delmiro da Silva Porto;58/SC;40953
Suboficial QSS BCO;Delmiro Joaquim Pereira;116/SCC;30701
Capitão QOEA;Delmo Mauro;931/SCC;32854
Senhor;Delmon Romualdo da Costa;870/SCC;33592
Suboficial SGS;Delso Batista Ribeiro;107/SC;40234
Primeiro-Tenente QOEA;Delson Alves Medeiros;1057/SCC;31401
Primeiro-Sargento QSS BET;Delson Carlos de Souza Pinheiro;130/SCGC;41673
Terceiro-Sargento QTA TCO;Delson Chrispim Lopes;161/SC;37673
Suboficial QSS SML;Delson Silva Machado;141/SC;37306
Primeiro-Sargento BMA;Delson Vilares Braga do Nascimento;80/SC;39504
Segundo-Sargento QSS BMT;Delvair Barbosa Moreira;086/SCC;30336
Suboficial QSS SEM;Delvo França do Nascimento;141/SC;37306
Senhora;Delza Ramos Marcial;931/SCC;32854
Senhor;Demacir Teixeira da Silva;870/SCC;33592
Suboficial QSS SAD;Demetrio Corvalan;091/SCC;29240
Suboficial QSS SPV;Demétrio de Almeida Camargo;113/SC;36944
Terceiro-Sargento QSS SAD;Demétrio de Souza;051/SCC;34026
Suboficial QSS BCT;Demétrio Zeno de Oliveira Araujo;90/SCC;36213
Suboficial QSS BCO;Demetrius de Mello Borges;90/SCC;36213
Terceiro-Sargento QESA SAD;Demetrius Rosseline dos Santos;107/SC;39869
Suboficial QSS BET;Demis Pereira de Mendonça;968-A/SCC;33221
Suboficial QSS BCO;Demitrius Lemos;931/SCC;32854
Senhor;Demóstene Marinotto;107/SC;40234
Suboficial QSS BCO;Demóstenes Ferreira de Moraes Sobrinho;160/SCC;34409
Segundo-Sargento SAD;Dener Rodrigues Vidal;107/SC;40234
Cabo QCB SAD;Denerson Honorio Feitosa;29/SCGC;29/01/2016
Primeiro-Sargento BET;Denes Martins de Morais;81/SC;40581
Senhora;Deni Maria das Neves;870/SCC;33592
Capitão QOEA GDS;Denilson Alves de Freitas;204/SC;38405
Suboficial SGS;Denilson Alves dos Santos;81/SC;40581
Primeiro-Sargento QSS SAD;Denilson Bráz Sobrinho;048/SCC;35082
Suboficial QSS BMA;Denilson da Cruz da Silva;58/SC;40953
Suboficial SAD;Denilson de Oliveira;107/SC;40234
Senhor;Denilson Donizetti Bichoff;81/SC;40581
Suboficial QSS BMA;Denilson Feitosa Mariz;189/SC;41312
Senhor;Denilson Ferreira da Silva;161/SC;37673
Suboficial QSS BMA;Denilson Ferreira de Araújo;189/SC;41312
Segundo-Sargento QTA TAR;Denilson Gonçalves de Oliveira;189/SC;41312
Suboficial BMA;Denilson Nascimento de Souza;107/SC;40234
Primeiro-Sargento QSS SGS;Denilson Pereira dos Santos;130/SCGC;41673
Senhor;Denilton Ferreira de Sá;98/SCC;35844
Terceiro-Sargento de Infantaria;Denis Alves Alegre;80/SC;39504
Suboficial QSS BMA;Denis Augusto Vieira;870/SCC;33592
Suboficial QSS SGS;Denis Castro Gama;092/SCC;29971
Suboficial QSS BEI;Denis dos Santos Alpes;2/SCGC;43836
Suboficial BEI;Dênis Herdange Martins;81/SC;40581
Terceiro-Sargento QSS SGS;Denis Maia Dos Santos;1.659/SCGC;42725
Primeiro-Tenente QOEA;Denis Mário Mazucanti;086/SCC;30336
Segundo-Sargento QSS SGS;Denis Rafael Portes Mendes;189/SC;41312
Primeiro-Sargento QSS BMA;Denis Rodrigues Tavora;1.659/SCGC;42725
Senhor;Denisar Luiz Flor;931/SCC;32854
Primeiro-Sargento SEF;Denise Aquino Mota;19/SCGC;44207
Senhora;Denise Conceição da Costa;113/SCC;36584
Suboficial QFG SAD;Denise Cristina Dos Santos Pego;1.659/SCGC;42725
Suboficial QFG SEF;Denise de Jesus Sequeira;107/SC;39869
Senhora;Denise Dias Aragao;6/SCGC;43108
Senhora;Denise Ferreira Borges de Freitas;202/SC;38035
Segundo-Sargento QSS BET;Denise Ferreira de Lima;10/SCGC;43475
Suboficial QFG SAD;Denise Guimarães Escovino;202/SC;38035
Primeiro-Sargento QFG SAD;Denise Pires de Lima Ferraz;107/SC;39869
Suboficial QFG SAD;Denise Regina Rosa;141/SC;37306
Suboficial QFG SAD;Denise Ribeiro Silva;80/SC;39504
Terceiro-Sargento QTA TVA;Denivaldo Braz Barros;113/SCC;36584
Capitão;Denivan Silveira de Oliveira;116/SCC;30701
Segundo-Sargento QSS SAD;Dennis Renan Figueira Filgueiras;2/SCGC;43836
Primeiro-Sargento SAD;Deny Teixeira da Costa;80/SC;39504
Suboficial QSS BET;Denys Gonçalves da Cruz Fonseca;6/SCGC;43108
Segundo-Sargento QSS BEI;Deoclecio Castro Bruzaca;58/SC;40953
Senhora;Deolinda Claudete Moraes Fernandes;160/SCC;34409
Primeiro-Sargento de Infantaria;Derblay Bonates Faria;107/SC;39869
Suboficial QSS SEM;Derceval Pessanha da Silva;1057/SCC;31401
Taifeiro-Mor QTA TCO;Derci Fortes Brasil;051/SCC;34026
Suboficial BEV;Derival Raymundo Goes Filho;80/SC;39504
Suboficial QSS BEP;Derli de Matos Filho;161/SC;37673
Suboficial QSS BEP;Derly Vicente de Carvalho;247/SC;38782
Primeiro-Sargento QSS SAD ;Dermeval da Silva Guedes;100/SCC;35481
