QUALIFICAÇÃO;NOME;PORTARIA;DATA
Primeiro-Sargento QSS SMU;Fernando de Mendonça Silva;1057/SCC;31401
Suboficial QSS BET;Fernando de Oliveira Gusmão;182/SCGC;42053
Senhor;Fernando de Oliveira Lucena;193/SCC;34750
Suboficial QSS BMA;Fernando de Oliveira Miranda;58/SC;40953
Suboficial QSS SAD;Fernando de Oliveira Pontes;107/SC;39869
Primeiro-Sargento BMT;Fernando de Oliveira Reis;19/SCGC;44207
Primeiro-Sargento QSS SDE;Fernando de Oliveira Tomasio;182/SCGC;42053
Segundo-Sargento QSS SGS;Fernando de Sousa Carvalho;29/SCGC;29/01/2016
Suboficial QSS SAD;Fernando de Souza Carvalho;048/SCC;35082
Suboficial QSS SEM;Fernando D'Oliveira Filho;048/SCC;35082
Primeiro-Sargento QSS BSP;Fernando dos Santos Alves;6/SCGC;43108
Suboficial QSS BCT;Fernando dos Santos Henriques;247/SC;38782
Segundo-Sargento QSS SAD;Fernando dos Santos Stefanino;161/SC;37673
Segundo-Sargento TAR;Fernando Durval Moraes da Cunha;81/SC;40581
Senhor;Fernando Eugênio Silva;048/SCC;35082
Primeiro-Tenente QOEA;Fernando Fábio;047/SCC;29606
Suboficial SGS;Fernando Favero;107/SC;40234
Segundo-Sargento QSS SEL;Fernando Flávio Ferreira;189/SC;41312
Suboficial QSS BMA;Fernando Fontes Coelho;160/SCC;34409
Primeiro-Sargento QSS BMA;Fernando Francisco de Paula;141/SC;37306
Primeiro-Sargento QSS BEI;Fernando Francisco Gerardo;113/SCC;36584
Cabo QCB BMA;Fernando Gabriel da Silva;051/SCC;34026
Cabo QCB BMA;Fernando Gomes do Nascimento;204/SC;38405
Primeiro-Sargento QSS SAD;Fernando Gonçalves;1194/SCC;31761
Terceiro-Sargento QESA SEM;Fernando Guilherme da Costa;113/SCC;36584
Terceiro-Sargento QESA  ;Fernando Henrique Paulo;107/SC;39869
Suboficial QSS BEI;Fernando Heuseler;204/SC;38405
Suboficial QSS SAD;Fernando José da Cruz Soares;968-A/SCC;33221
Primeiro-Sargento QSS BEI;Fernando José da Cunha e Silva;086/SCC;30336
Senhor;Fernando José de Moraes;116/SCC;30701
Suboficial QSS BMA;Fernando José Fernandes Gomes;048/SCC;35082
Suboficial QSS BMA;Fernando José Moco Marieiro;141/SC;37306
Primeiro-Sargento QSS SAD;Fernando José Pinto da Silva;160/SCC;34409
Primeiro-Sargento QSS BCO;Fernando José Salustriano;10/SCGC;43475
Suboficial QSS BEI;Fernando José Santos Gonçalves;161/SC;37673
Suboficial QSS SGS;Fernando José Teixeira da Silva;100/SCC;35481
Terceiro-Sargento QESA SAD;Fernando Kalil Sombra Nogueira;968-A/SCC;33221
Segundo-Sargento QSS BET;Fernando Levandoski;29/SCGC;29/01/2016
Primeiro-Sargento QSS BSP;Fernando Libório dos Reis;182/SCGC;42053
Suboficial QSS BMA;Fernando Lopes dos Santos;204/SC;38405
Suboficial QSS BSP;Fernando Loureiro Junior;141/SC;37306
Suboficial QSS SML;Fernando Luis Correia;161/SC;37673
Suboficial QSS BMA;Fernando Luis de Abreu;247/SC;38782
Suboficial QSS BSP;Fernando Luiz Barbosa dos Santos;204/SC;38405
Senhor;Fernando Luna da Silva;113/SCC;36584
Suboficial QSS BET;Fernando Marcelino de Oliveira;113/SC;36944
Subtenente de Comunicações;Fernando Marques Borges;10/SCGC;43475
Suboficial QSS BMB;Fernando Martins Fernandes;870/SCC;33592
Senhor;Fernando Mauro de Souza;113/SCC;36584
Terceiro-Sargento QESA SAD;Fernando Neto Feitosa;81/SC;40581
Primeiro-Sargento QSS SAD;Fernando Nogueira da Silva;6/SCGC;43108
Primeiro-Tenente QOEA;Fernando Nuno Valverde;116/SCC;30701
Primeiro-Sargento SAD;Fernando Oliveira de Araújo;19/SCGC;44207
Suboficial QSS BMA;Fernando Otero Caamaño;107/SC;39869
Segundo-Sargento QSS SGS;Fernando Paula de Figueiredo;130/SCGC;41673
Suboficial QSS BMB;Fernando Pereira Bento;113/SC;36944
Suboficial (AV-RV);Fernando Pereira da Silva;19/SCGC;44207
Primeiro-Sargento QSS BCO;Fernando Pio Alves;58/SC;40953
Suboficial QSS BEI;Fernando Poletto;141/SC;37306
Suboficial BMA ;Fernando Ribeiro;80/SC;39504
Segundo-Sargento QSS SAD;Fernando Ricardo Pereira Nunes;6/SCGC;43108
Suboficial BMA;Fernando Roberto Dupke;81/SC;40581
Primeiro-Sargento QSS BCO;Fernando Rodrigues da Cunha;29/SCGC;29/01/2016
Suboficial QSS SML;Fernando Rodrigues de Araújo;161/SC;37673
Suboficial SAI;Fernando Rosa de Oliveira;81/SC;40581
Primeiro-Sargento QSS SEL;Fernando Santos dos Anjos;6/SCGC;43108
Segundo-Sargento QSS BEV;Fernando Sena Braga de Lima;110/SCC;29248
Taifeiro-Mor QTA TAR;Fernando Siqueira Moreira;113/SC;36944
Senhor;Fernando Sporleder;80/SC;39504
Segundo-Sargento QSS BMA;Fernando Strohschein Maschke;141/SC;37306
Suboficial QSS BCT;Fernando Torres Chalegre;1172/SCC;32126
Senhor;Fernando Torres Rodrigues;106/SC;39134
Suboficial QSS BSP;Fernando Vasconcelos Coe;113/SCC;36584
Taifeiro de Primeira Classe QTA TCO;Fernando Vilar;051/SCC;34026
Suboficial QSS BMA;Fernando Villas Boas de Oliveira;051/SCC;34026
Suboficial QSS SAD;Fidélis Fontenella;1057/SCC;31401
Senhor;Filéas Mendes;047/SCC;29606
Subtenente de Material Bélico;Fileto José Barroso de Melo;80/SC;39504
Primeiro-Sargento SAD;Filipe de Lima Ferreira;19/SCGC;44207
Senhora;Filomena de Miranda Castro Ramos;100/SCC;35481
Senhora;Filomena Maria Vasconcelos Cardoso;160/SCC;34409
Suboficial QSS SOB;Filomeno Ramos Lutif;1057/SCC;31401
Taifeiro-Mor QTA TAR;Firmiano Barreto Rezende;048/SCC;35082
Suboficial QSS BMA;Firmino Teixeira;092/SCC;29971
Senhor;Fito de Castro Araujo;182/SCGC;42053
Subtenente de Saúde;Flamber Tormem Cancella;2/SCGC;43836
Primeiro-Sargento BET;Flávia Carvalho Caldas;19/SCGC;44207
Primeiro-Sargento QSS SEF;Flavia Cotta de Souza;130/SCGC;41673
Segundo-Sargento QSS SAD;Flávia de Freitas Nascimento;130/SCGC;41673
Terceiro-Sargento QSCON TES;Flavia Maria De Oliveira Paparella;1.659/SCGC;42725
Segundo-Sargento QSS SGS;Flaviano Medice Braga;107/SC;39869
Suboficial QSS BET;Flavio Alberto Candido;58/SC;40953
Suboficial QSS BMA;Flávio Antonio Marques Garcia;182/SCGC;42053
Senhor;Flávio Augusto Guerreiro;048/SCC;35082
Suboficial QSS BMA;Flavio Batista Lobato Barros;2/SCGC;43836
Primeiro-Sargento QSS BCO;Flávio Cavadas de Albuquerque;161/SC;37673
Segundo-Sargento QSS SAD;Flávio Chena Rolon Júnior;1.659/SCGC;42725
Suboficial QSS SAD;Flávio Christino Kunz;193/SCC;34750
Suboficial QSS SEM;Flávio Cornélio Duarte;870/SCC;33592
Primeiro-Sargento QSS BET;Flavio Cristiano Da Silva;1.659/SCGC;42725
Primeiro-Sargento QSS SAD;Flavio da Silva Dumas;204/SC;38405
Senhor;Flávio das Neves;092/SCC;29971
Suboficial QSS BMA;Flávio de Andrade;90/SCC;36213
Segundo-Sargento QSS BCO;Flavio de Carvalho Candido;29/SCGC;29/01/2016
Suboficial QSS BMT;Flávio de Souza;1813/SCC;31036
Suboficial BMA;Flávio de Souza Martino;81/SC;40581
Primeiro-Sargento QSS BSP;Flavio Donato Caneschi;6/SCGC;43108
Subtenente de Cavalaria;Flavio dos Santos Raupp;106/SC;39134
Primeiro-Sargento QSS SAD;Flavio Eduardo do Nascimento;29/SCGC;29/01/2016
Segundo-Sargento de Infantaria;Flavio Fernandes Vieira;106/SC;39134
Primeiro-Sargento QSS BMT;Flavio Ferreira Alves;2/SCGC;43836
Subtenente de Infantaria;Flávio Ferreira Barbosa;6/SCGC;43108
Terceiro-Sargento QSS SDE;Flavio Ferreira dos Santos;106/SC;39134
Segundo-Sargento SAD;Flávio Francisco Martins;107/SC;40234
Suboficial QSS BMT;Flavio Giro de Oliveira;6/SCGC;43108
Primeiro-Sargento QSS BMB;Flavio Higino Coutinho;10/SCGC;43475
Primeiro-Sargento QSS SAD;Flávio Horta;160/SCC;34409
Suboficial BMA;Flávio José Batista Figueirôa;81/SC;40581
Suboficial QSS BMA;Flavio José Cortes;106/SC;39134
Suboficial QSS BSP;Flávio José do Nascimento Monsores;107/SC;39869
Terceiro-Sargento QSS BMA;Flávio José Pina Ximenes;113/SC;36944
Suboficial BCO;Flavio José Pinto;80/SC;39504
Segundo-Sargento QSS BMT;Flavio Lacerda Torres;1.659/SCGC;42725
Primeiro-Sargento SEM;Flávio Lanes Silva Rodrigues;107/SC;40234
Senhor;Flavio Leal Medeiros;19/SCGC;44207
Suboficial QSS SAD;Flavio Linhares de Medeiros;130/SCGC;41673
Terceiro-Sargento QESA BEP;Flavio Lino Salles Da Costa Filho;1.659/SCGC;42725
Senhor;Flávio Lopes de Brito;048/SCC;35082
Primeiro-Sargento QSS SGS;Flavio Lopes dos Santos;130/SCGC;41673
Primeiro-Sargento SEL;Flavio Luís dos Santos de Oliveira Costa;19/SCGC;44207
Suboficial QSS BCO;Flavio Luiz Castilho Soares;161/SC;37673
Terceiro-Sargento SAD;Flávio Luiz da Silva;81/SC;40581
Suboficial QSS SAD;Flavio Luiz de Moura Abreu;107/SC;39869
Suboficial QSS SOB;Flavio Mariano Soares da Silva;6/SCGC;43108
Cabo QCB SGS;Flávio Mendes da Silva;113/SC;36944
Suboficial QSS SAD;Flávio Monteiro;931/SCC;32854
Suboficial QSS BET;Flávio Monteiro Fernandes;193/SCC;34750
Cabo QCB BSP;Flavio Nunes Burgues;29/SCGC;29/01/2016
Capitão;Flavio Nunes Sobreira;870/SCC;33592
Suboficial QSS SEF;Flávio Padilha;160/SCC;34409
Subtenente de Artilharia;Flavio Pereira do Nascimento;189/SC;41312
Segundo-Sargento QSS BET;Flávio Pikana Lemos;841/SCC;32478
Segundo-Sargento QSS BMA;Flávio Queiroz Santos;100/SCC;35481
Suboficial QSS BET;Flávio Quiuji Toyama;98/SCC;35844
Terceiro-Sargento TCO;Flávio Ribeiro da Silva;81/SC;40581
Suboficial QSS SAD;Flávio Roberto Pereira Gomes;160/SCC;34409
Suboficial QSS BMA;Flávio Rodrigues Consoli;204/SC;38405
Primeiro-Sargento QSS BET;Flávio Rodrigues de Souza;100/SCC;35481
Suboficial QSS SAD;Flavio Romulo do Nascimento;107/SC;39869
Suboficial QSS BSP;Flávio Sá Freire do Carmo;2/SCGC;43836
Cabo QCB SAD;Flávio Sérgio Trindade;113/SC;36944
Suboficial QSS BMA;Flávio Tadeu Pereira de Oliveira;141/SC;37306
Terceiro-Sargento QESA SGS;Flavio Toledo dos Santos;130/SCGC;41673
Suboficial QSS BSP;Flávio Vanderlei Castro Pinto;113/SC;36944
Senhora;Fleuriz Marques Ferreira da Silva;130/SCGC;41673
Suboficial QSS SGS;Florduardo Emílio Costa;116/SCC;30701
Terceiro-Sargento QESA BMA;Florêncio Flores Siqueira Hochmuller Filho;161/SC;37673
Primeiro-Sargento QSS BCT;Floriano de Oliveira Maia;968-A/SCC;33221
Doutora;Florisbela Maria Bittencourt Pires;086/SCC;30336
Terceiro-Sargento QC (AL);Florisberto Nunes Garcia;047/SCC;29606
Suboficial QSS SEL;Florisvaldo Xavier dos Santos;113/SCC;36584
Primeiro-Sargento SAD;Forlan Almeida dos Santos;107/SC;40234
Suboficial QSS BCO;Fradique de Olveira Correa Filho;051/SCC;34026
Senhora;Francelina Monteiro de Oliveira Camargo;81/SC;40581
Cabo SGS;Frances Junior Borguezan;19/SCGC;44207
Primeiro-Sargento QSS SMU;Francicero Claudio Santos da Silva;182/SCGC;42053
Primeiro-Sargento QSS BEI;Francieli Estefani Robaert Neves da Silva;6/SCGC;43108
Senhor;Francimar Leão Dias;81/SC;40581
Primeiro-Sargento QSS SAD;Francimar Nascimento da Matta;204/SC;38405
Senhora;Francimeire Guagliard Silva;193/SCC;34750
Suboficial SEL;Francinaldo da Cunha e Silva;81/SC;40581
Primeiro-Sargento QSS BET;Francinelson de Lima;051/SCC;34026
Suboficial QSS BMA;Francionil Alves do Amaral;116/SCC;30701
Capitão;Francisberto Antônio Monteiro da Costa;047/SCC;29606
Senhora;Francisca Alves de Jesus;047/SCC;29606
Senhora;Francisca Benícia Sales Pinto;100/SCC;35481
Senhora;Francisca de Souza França;107/SC;40234
Senhora;Francisca Elione de Souza;247/SC;38782
Primeiro-Sargento QSS SEF;Francisca Gracilene De Oliveira;1.659/SCGC;42725
Suboficial SEF;Francisco Adriano Lemos Barbosa;19/SCGC;44207
Suboficial QSS SEL;Francisco Afonso de Sales;086/SCC;30336
Primeiro-Sargento BMT;Francisco Afonso Santos Paixão;81/SC;40581
Suboficial QSS BET;Francisco Ailton Galvão;106/SC;39134
Terceiro-Sargento QESA SEL;Francisco Airton de Souza;100/SCC;35481
Suboficial QSS BMA;Francisco Alexandre Falcão Leal;870/SCC;33592
Capitão;Francisco Almir de Oliveira;092/SCC;29971
Segundo-Sargento QSS SAD;Francisco Alverne de Oliveira;193/SCC;34750
Senhor;Francisco Alves da Silva;1172/SCC;32126
Suboficial QSS BEP;Francisco Alves de Araújo;092/SCC;29971
Primeiro-Sargento QSS SAD;Francisco Alves Pereira;091/SCC;29240
Suboficial QSS BMA;Francisco Alves Ximenes;80/SC;39504
Segundo-Sargento QSS SGS;Francisco Amilton Morais Barros;6/SCGC;43108
Suboficial SEF;Francisco Anchieta Coelho Lima;107/SC;40234
Segundo-Sargento QSS SAD;Francisco Andre Galdino da Silva;6/SCGC;43108
Suboficial QSS BMA;Francisco Antônio Bastos Martins;247/SC;38782
Primeiro-Sargento QSS SEL;Francisco Antonio Costa Lima Junior;130/SCGC;41673
Suboficial QSS BET;Francisco Antônio da Silva Salles;931/SCC;32854
Senhor;Francisco Antonio de Almeida;182/SCGC;42053
Taifeiro-Mor QTA TAR;Francisco Antônio dos Santos;048/SCC;35082
Suboficial QSS BET;Francisco Antônio Falcão Leal;160/SCC;34409
Suboficial BEI;Francisco Antonio Goes Martins;107/SC;40234
Suboficial QSS BMA;Francisco Antonio Ramos Siqueira;247/SC;38782
Suboficial QSS BMA;Francisco Antônio Rocha Mariano;106/SC;39134
Taifeiro de Primeira Classe QTA TVA;Francisco Araújo Pereira;1172/SCC;32126
Senhor;Francisco Araújo Ramirez;047/SCC;29606
Suboficial QSS BMA;Francisco Araújo Soares;870/SCC;33592
Capitão QOEA SVE ;Francisco Arnaldo Ferreira de Meneses;051/SCC;34026
Suboficial SEL;Francisco Assis Rodrigues Rebouças;80/SC;39504
Suboficial QSS SGS;Francisco Augusto Noia de Lopez;182/SCGC;42053
Terceiro-Sargento SGS;Francisco Azevedo Borges;81/SC;40581
Suboficial QSS BMA;Francisco Balaguer;193/SCC;34750
Suboficial QSS SGS;Francisco Bandeira Leite Filho;086/SCC;30336
Suboficial QSS SMU;Francisco Barroso Silva;051/SCC;34026
Suboficial;Francisco Bartolomeu da Guarda;051/SCC;34026
Taifeiro-Mor QTA TCO;Francisco Basílio;091/SCC;29240
Cabo QCB SAD;Francisco Batista Fernandes Sobrinho;160/SCC;34409
Suboficial QSS STP;Francisco Benigno da Silva;202/SC;38035
Segundo-Sargento QTA TAR;Francisco Biancamano Junior;107/SC;39869
Terceiro-Sargento QSS ;Francisco Bibiano Silva Barros;247/SC;38782
Senhor;Francisco Borges Ágape;107/SC;39869
Terceiro-Sargento SEM;Francisco Braz Rodrigues;107/SC;40234
Suboficial QSS BMA;Francisco Cabral de Vasconcelos;092/SCC;29971
Senhor;Francisco Caetano Lopes;091/SCC;29240
Suboficial QSS SAD;Francisco Caetano Pisani Domiciano;182/SCGC;42053
Senhor;Francisco Canindé da Silva Bôa;113/SC;36944
Suboficial QSS BEV;Francisco Caninde de Carvalho;141/SC;37306
Taifeiro-Mor QTA TAR;Francisco Canindé de Souza I;051/SCC;34026
Suboficial QSS BMA;Francisco Carlos Appel de Vargas;204/SC;38405
Suboficial QSS BMA;Francisco Carlos Barros Ribeiro;161/SC;37673
Segundo-Sargento SAD;Francisco Carlos Bezerra Miranda;107/SC;40234
Primeiro-Sargento QSS BSP;Francisco Carlos Cabral;100/SCC;35481
Suboficial QSS BET;Francisco Carlos Carvalho Mendonça;98/SCC;35844
Suboficial QSS SDE;Francisco Carlos Coradini;968-A/SCC;33221
Suboficial QSS SMU;Francisco Carlos da Mota Ribeiro;051/SCC;34026
Suboficial QSS BMB;Francisco Carlos da Silva Molina;100/SCC;35481
Primeiro-Sargento QSS BET;Francisco Carlos Daumas;90/SCC;36213
Primeiro-Sargento QSS SAD;Francisco Carlos de Azevedo Machado;161/SC;37673
Suboficial QSS BSP;Francisco Carlos de Melo Freitas;968-A/SCC;33221
Senhor;Francisco Carlos de Oliveira;130/SCGC;41673
Suboficial QSS SEL;Francisco Carlos de Oliveira Listo;100/SCC;35481
Terceiro-Sargento QESA BMA;Francisco Carlos de Souza;161/SC;37673
Senhor;Francisco Carlos dos Santos;113/SCC;36584
Suboficial QSS SEF;Francisco Carlos Flausino Gonçalves;113/SCC;36584
Suboficial QSS BET;Francisco Carlos Frazão Nunes;193/SCC;34750
Suboficial SGS;Francisco Carlos Gomes Costa;80/SC;39504
Suboficial QSS BMA;Francisco Carlos Henrique;204/SC;38405
Senhor;Francisco Carlos José Soares;6/SCGC;43108
Suboficial QSS SAD;Francisco Carlos Lattari;1194/SCC;31761
Cabo QCB SGS;Francisco Carlos Leite Barbosa;141/SC;37306
Suboficial QSS BMA;Francisco Carlos Marques;141/SC;37306
Suboficial QSS BMA;Francisco Carlos Nascimento;106/SC;39134
Terceiro-Sargento;Francisco Carlos Nicolau de Souza;81/SC;40581
Terceiro-Sargento BSP;Francisco Carlos Portela das Chagas;107/SC;40234
Cabo QCB SEF;Francisco Carlos Rezende;113/SC;36944
Suboficial QSS BMA;Francisco Carlos Ribeiro de Moraes;161/SC;37673
Senhor;Francisco Carvalho Sobrinho;841/SCC;32478
Suboficial QSS SOB;Francisco Cavalcanti Braga;160/SCC;34409
Primeiro-Sargento QSS SAD;Francisco Cazé de Oliveira;202/SC;38035
Suboficial QSS BCO;Francisco Célio do Nascimento Silva;98/SCC;35844
Suboficial BEI;Francisco Celio Gabriel Delecrode;81/SC;40581
Suboficial QSS BMB;Francisco César Melo da Silva;90/SCC;36213
Suboficial SAD;Francisco Cesario Filho;80/SC;39504
Cabo QCB SEL;Francisco Cláudio Cacemiro;161/SC;37673
Suboficial QSS BET;Francisco Cláudio Ferreira Lopes;161/SC;37673
Suboficial QSS BEI;Francisco Claudio Medeiros Junior;189/SC;41312
Terceiro-Sargento QCB SGS;Francisco Cláudio Morais de Abreu;193/SCC;34750
Primeiro-Sargento QSS SAD;Francisco Company de Souza;116/SCC;30701
Suboficial QSS BEV;Francisco Costa e Silva Filho;160/SCC;34409
Senhor;Francisco Coutinho Júnior;1172/SCC;32126
Terceiro-Sargento QTA TAR;Francisco da Silva Rodrigues;130/SCGC;41673
Taifeiro-Mor QTA TAR;Francisco Dalton Pinto;98/SCC;35844
Segundo-Sargento QSS SAD;Francisco das Chagas Alencar;107/SC;39869
Cabo QCB BEP;Francisco das Chagas Candeiro;047/SCC;29606
Senhor;Francisco das Chagas de Amorim Cavalcanti;189/SC;41312
Primeiro-Tenente QOEA;Francisco das Chagas Falcão Leal;051/SCC;34026
Suboficial;Francisco das Chagas Feitoza Filho;130/SCGC;41673
Cabo QCB SAD;Francisco das Chagas Fernandes;98/SCC;35844
Segundo-Sargento QSS SAD;Francisco das Chagas Ferreira;100/SCC;35481
Suboficial QSS BEI;Francisco das Chagas Linhares de Vasconcelos;202/SC;38035
Terceiro-Sargento QC (ME);Francisco das Chagas Melo;086/SCC;30336
Taifeiro-Mor QTA TAR;Francisco das Chagas Mesquita Café;047/SCC;29606
Taifeiro-Mor QTA TAR;Francisco das Chagas Pereira;051/SCC;34026
Primeiro-Sargento QSS BCO;Francisco das Chagas Rocha Santos;107/SC;39869
Suboficial QSS SAD;Francisco das Chagas Santos Sobrinho;051/SCC;34026
Suboficial QSS BMA;Francisco das Chagas Veras;100/SCC;35481
Suboficial QSS SGS;Francisco de Alencar Grangeiro;841/SCC;32478
Senhor;Francisco de Assis Antunes Valentin;204/SC;38405
Terceiro-Sargento QESA;Francisco de Assis Barbosa;870/SCC;33592
Suboficial QSS SEM;Francisco de Assis Brasil Muniz;113/SC;36944
Primeiro-Sargento QSS SMU;Francisco de Assis Cunha de Sousa;2/SCGC;43836
Primeiro-Sargento QSS BEV;Francisco de Assis da Cunha e Silva;100/SCC;35481
Suboficial QSS SMU;Francisco de Assis da Silva;202/SC;38035
Suboficial QSS SAI;Francisco de Assis da Silva Valente;58/SC;40953
Suboficial QSS SOB;Francisco de Assis de França;051/SCC;34026
Primeiro-Sargento QSS BEP;Francisco de Assis de Meneses;113/SC;36944
Terceiro-Sargento QSS BMA;Francisco de Assis de Sousa Araújo;113/SCC;36584
Senhor;Francisco de Assis de Sousa Braga;2/SCGC;43836
Suboficial BEP;Francisco de Assis do Nascimento;81/SC;40581
Suboficial QSS SGS;Francisco de Assis Gonçalves de Almeida;051/SCC;34026
Suboficial QSS SAD;Francisco de Assis Holanda Monteiro;048/SCC;35082
Primeiro-Tenente QOEA;Francisco de Assis Lima da Silva;116/SCC;30701
Cabo QCB;Francisco de Assis Malheiros;968-A/SCC;33221
Suboficial QSS BET;Francisco de Assis Marinho da Costa;051/SCC;34026
Terceiro-Sargento QSS SDE;Francisco de Assis Morais;968-A/SCC;33221
Suboficial QSS BCO;Francisco de Assis Moreira Marques;968-A/SCC;33221
Suboficial QSS BCT;Francisco de Assis Norberto;113/SCC;36584
Capitão;Francisco de Assis Oliveira;100/SCC;35481
Suboficial QSS SAD;Francisco de Assis Oliveira;202/SC;38035
Primeiro-Sargento BMA;Francisco de Assis Ramos Barcelos Filho;80/SC;39504
Primeiro-Sargento SAD;Francisco de Assis Rodrigues de Almeida;81/SC;40581
Suboficial QSS BSP;Francisco De Assis Rola Abril;1.659/SCGC;42725
Segundo-Sargento (ES);Francisco de Assis Saraiva de Oliveira;202/SC;38035
Taifeiro de Primeira Classe QTA TAR;Francisco de Assis Soares;90/SCC;36213
Segundo-Sargento RM1 (FN-IF);Francisco de Assis Soares ;29/SCGC;29/01/2016
Senhor;Francisco de Assis Soares da Costa;19/SCGC;44207
Cabo QCB BEP;Francisco de Assis Souza;048/SCC;35082
Taifeiro de Primeira Classe QTA TAR;Francisco de Assis Tavares da Costa;968-A/SCC;33221
Taifeiro-Mor QTA TVA;Francisco de Assis Valadares;931/SCC;32854
Suboficial QSS BEI;Francisco de Caninde Nunes;051/SCC;34026
Capitão QOEA GDS ;Francisco de Mesquita Araújo;100/SCC;35481
Suboficial;Francisco de Oliveira Cruz;130/SCGC;41673
Suboficial QSS BEI;Francisco de Paula Alves de Paiva;047/SCC;29606
Suboficial QSS BSP;Francisco de Paula Bezerra de Souza;931/SCC;32854
Segundo-Sargento QSS BSP;Francisco de Paula Campos;90/SCC;36213
Suboficial QSS SGS;Francisco de Paula Ferreira da Silva;091/SCC;29240
Terceiro-Sargento QESA SAD;Francisco de Paula Rufino;048/SCC;35082
Suboficial SAD;Francisco de Sales Melo Macedo;81/SC;40581
Terceiro-Sargento QTA TAR;Francisco de Sales Valentim;161/SC;37673
Senhor;Francisco de Santana Medrado;968-A/SCC;33221
Suboficial QSS BCT;Francisco de Souza;113/SC;36944
Primeiro-Sargento QSS BMA;Francisco de Souza Leão;968-A/SCC;33221
Senhor;Francisco dos Santos;091/SCC;29240
Suboficial QSS BEI;Francisco dos Santos;841/SCC;32478
Suboficial BET;Francisco Edil de Sousa Silva;19/SCGC;44207
Suboficial QSS BMB;Francisco Edilson Gomes Braga;107/SC;39869
Senhor;Francisco Edmur Maia Rabelo;091/SCC;29240
Suboficial QSS BCO;Francisco Edson Carlos;98/SCC;35844
Segundo-Sargento QSS SAD;Francisco Edson Dantas Xavier;58/SC;40953
Suboficial QSS SOB;Francisco Edvaldo Azevedo da Silva;247/SC;38782
Terceiro-Sargento QESA SAD;Francisco Edvandro Moreira Barros;048/SCC;35082
Terceiro-Sargento QESA SAD;Francisco Elion Cocentino Barreto;870/SCC;33592
Suboficial QSS SPV;Francisco Elisandro da Silva Torquato;2/SCGC;43836
Senhor;Francisco Elísio Machado;193/SCC;34750
Suboficial (MA-SB);Francisco Elmo Vieira;10/SCGC;43475
Primeiro-Sargento QSS BCO;Francisco Emerson De Almeida Silva;1.659/SCGC;42725
Suboficial QSS BMA;Francisco Emilson Dias de Castro;048/SCC;35082
Primeiro-Sargento QSS BMA;Francisco Enéas Braga;931/SCC;32854
Senhor;Francisco Enoque Neto de Oliveira;2/SCGC;43836
Suboficial ;Francisco Erandas da Silva;81/SC;40581
Suboficial QSS BMA;Francisco Erasmo Batista;968-A/SCC;33221
Suboficial BCO;Francisco Eridimar de Oliveira Ferreira;107/SC;40234
Taifeiro-Mor QTA TAR;Francisco Erivaldo Baiama do Carmo;092/SCC;29971
Primeiro-Sargento QSS SEL;Francisco Erlane De Souza;1.659/SCGC;42725
Primeiro-Sargento QSS SAD;Francisco Ernaldo Alves Pereira;189/SC;41312
Suboficial QSS SML;Francisco Eunilson Alves de Lima;90/SCC;36213
Suboficial QSS BMT;Francisco Evandro Silva de Santanna;113/SC;36944
Cabo QCB BCO;Francisco Fabiano Brito;100/SCC;35481
Segundo-Sargento QSS BEP;Francisco Famildo Cortez;1813/SCC;31036
Terceiro-Sargento QESA SGS;Francisco Faustino Dantas;161/SC;37673
Segundo-Sargento TAR;Francisco Feitosa Oliveira Filho;107/SC;40234
Suboficial QSS SOB;Francisco Fernandes Barbosa;161/SC;37673
Suboficial QSS BMA;Francisco Fernandes da Silva;051/SCC;34026
Senhor;Francisco Ferreira da Silva;086/SCC;30336
Suboficial QSS SAD;Francisco Ferreira de Carvalho;092/SCC;29971
Primeiro-Sargento QSS SAD;Francisco Ferreira de Lacerda;202/SC;38035
Suboficial QSS BET;Francisco Ferreira de Morais;086/SCC;30336
Suboficial QSS BCT;Francisco Ferreira dos Santos;1194/SCC;31761
Primeiro-Sargento QSS SEF;Francisco Figueiredo;110/SCC;29248
Primeiro-Sargento QSS STO;Francisco Filho Paiva Lopes;2/SCGC;43836
Senhor;Francisco Firmino Teixeira;051/SCC;34026
Suboficial QSS BMA;Francisco Florindo de Souza Neto;113/SCC;36584
Primeiro-Sargento QSS SMU;Francisco George Cruz Lima;2/SCGC;43836
Suboficial;Francisco Gilvan Feitosa Bonfim;161/SC;37673
Suboficial (ES);Francisco Glauter Pinheiro Marques;1.659/SCGC;42725
Primeiro-Sargento QSS BET;Francisco Glaydson Oliveira Sombra;2/SCGC;43836
Cabo QCB SEM;Francisco Gomes Dantas;113/SC;36944
Suboficial QSS SAD;Francisco Gomes de Araújo;1172/SCC;32126
Terceiro-Sargento QC (ME);Francisco Gomes Palheta;091/SCC;29240
Suboficial QSS SEL;Francisco Gonçalves dos Santos;204/SC;38405
Suboficial QSS BET;Francisco Guiraldo Silva;189/SC;41312
Suboficial QSS SGS ;Francisco Haroldo dos Santos;100/SCC;35481
Segundo-Sargento QSS SGS;Francisco Heleno Duarte de Sousa Filho;29/SCGC;29/01/2016
Suboficial QSS BMA;Francisco Hélio Barreto de Oliveira;100/SCC;35481
Primeiro-Sargento QSS SEL;Francisco Hermes Sobreira;968-A/SCC;33221
Suboficial QSS BMA;Francisco Humberto Franck;092/SCC;29971
Senhor;Francisco Inácio;160/SCC;34409
